Волховский муниципальный район,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Мужчины,613.0,619.0,589.0,681.0,558.0,580.0,566.0,600.0,516.0,510.0
58,,,,,,,,,,
Всего,1679.0,1386.0,1396.0,1382.0,1483.0,1415.0,1351.0,1240.0,1232.0,1083.0
Женщины,977.0,806.0,789.0,806.0,815.0,874.0,792.0,684.0,663.0,585.0
Мужчины,702.0,580.0,607.0,576.0,668.0,541.0,559.0,556.0,569.0,498.0
59,,,,,,,,,,
Всего,1614.0,1629.0,1349.0,1377.0,1376.0,1462.0,1390.0,1328.0,1306.0,1209.0
Женщины,961.0,961.0,801.0,789.0,802.0,809.0,879.0,783.0,755.0,662.0
Мужчины,653.0,668.0,548.0,588.0,574.0,653.0,511.0,545.0,551.0,547.0
50-59,,,,,,,,,,
Всего,,,,,,,11943.0,11565.0,11186.0,10854.0
Женщины,,,,,,,6436.0,6072.0,5943.0,5731.0
Мужчины,,,,,,,5507.0,5493.0,5243.0,5123.0
55-59,,,,,,,,,,
Всего,7632.0,7371.0,7125.0,7109.0,6990.0,6866.0,6550.0,6142.0,5759.0,5361.0
Женщины,4392.0,4213.0,4108.0,4104.0,4016.0,3886.0,3705.0,3336.0,3154.0,2923.0
Мужчины,3240.0,3158.0,3017.0,3005.0,2974.0,2980.0,2845.0,2806.0,2605.0,2438.0
60,,,,,,,,,,
Всего,1310.0,1553.0,1613.0,1327.0,1351.0,1370.0,1429.0,1373.0,1391.0,1282.0
Женщины,834.0,944.0,955.0,794.0,775.0,795.0,801.0,874.0,781.0,742.0
Мужчины,476.0,609.0,658.0,533.0,576.0,575.0,628.0,499.0,610.0,540.0
61,,,,,,,,,,
Всего,1443.0,1261.0,1529.0,1569.0,1307.0,1323.0,1347.0,1406.0,1409.0,1365.0
Женщины,815.0,818.0,938.0,935.0,791.0,772.0,779.0,796.0,825.0,770.0
Мужчины,628.0,443.0,591.0,634.0,516.0,551.0,568.0,610.0,584.0,595.0
62,,,,,,,,,,
Всего,1382.0,1398.0,1230.0,1500.0,1533.0,1287.0,1301.0,1312.0,1315.0,1390.0
Женщины,845.0,806.0,806.0,932.0,926.0,792.0,760.0,768.0,762.0,821.0
Мужчины,537.0,592.0,424.0,568.0,607.0,495.0,541.0,544.0,553.0,569.0
63,,,,,,,,,,
Всего,1167.0,1335.0,1391.0,1205.0,1468.0,1495.0,1261.0,1289.0,1342.0,1304.0
Женщины,808.0,832.0,807.0,802.0,917.0,905.0,790.0,753.0,829.0,773.0
Мужчины,359.0,503.0,584.0,403.0,551.0,590.0,471.0,536.0,513.0,531.0
64,,,,,,,,,,
Всего,1478.0,1125.0,1310.0,1368.0,1164.0,1441.0,1461.0,1231.0,1241.0,1309.0
Женщины,982.0,787.0,820.0,800.0,784.0,903.0,883.0,785.0,743.0,811.0
Мужчины,496.0,338.0,490.0,568.0,380.0,538.0,578.0,446.0,498.0,498.0
60-64,,,,,,,,,,
Всего,6780.0,6672.0,7073.0,6969.0,6823.0,6916.0,6799.0,6611.0,6698.0,6650.0
Женщины,4284.0,4187.0,4326.0,4263.0,4193.0,4167.0,4013.0,3976.0,3940.0,3917.0
Мужчины,2496.0,2485.0,2747.0,2706.0,2630.0,2749.0,2786.0,2635.0,2758.0,2733.0
60-65,,,,,,,,,,
Всего,,,1095.0,1292.0,1334.0,1144.0,8201.0,8042.0,8017.0,7867.0
Женщины,,,773.0,818.0,787.0,783.0,4908.0,4850.0,4698.0,4654.0
Мужчины,,,322.0,474.0,547.0,361.0,3293.0,3192.0,3319.0,3213.0
старше 65,,,,,,,,,,
Всего,,,4039.0,4194.0,4512.0,4758.0,15909.0,16109.0,14947.0,15384.0
Женщины,,,2672.0,2873.0,3073.0,3182.0,11268.0,11383.0,10210.0,10405.0
Мужчины,,,1367.0,1321.0,1439.0,1576.0,4641.0,4726.0,4737.0,4979.0
65,,,,,,,,,,
Всего,1037.0,1421.0,1095.0,1292.0,1334.0,1144.0,1402.0,1431.0,1319.0,1217.0
Женщины,638.0,960.0,773.0,818.0,787.0,783.0,895.0,874.0,758.0,737.0
Мужчины,399.0,461.0,322.0,474.0,547.0,361.0,507.0,557.0,561.0,480.0
66,,,,,,,,,,
Всего,926.0,993.0,1381.0,1058.0,1243.0,1294.0,1124.0,1355.0,1316.0,1283.0
Женщины,588.0,622.0,950.0,761.0,798.0,766.0,780.0,873.0,803.0,746.0
Мужчины,338.0,371.0,431.0,297.0,445.0,528.0,344.0,482.0,513.0,537.0
67,,,,,,,,,,
Всего,874.0,892.0,975.0,1346.0,1023.0,1206.0,1249.0,1094.0,1269.0,1293.0
Женщины,555.0,575.0,619.0,935.0,745.0,781.0,744.0,770.0,799.0,799.0
Мужчины,319.0,317.0,356.0,411.0,278.0,425.0,505.0,324.0,470.0,494.0
68,,,,,,,,,,
Всего,399.0,835.0,871.0,954.0,1310.0,994.0,1158.0,1224.0,1140.0,1227.0
Женщины,389.0,541.0,570.0,616.0,924.0,731.0,751.0,734.0,716.0,778.0
Мужчины,10.0,294.0,301.0,338.0,386.0,263.0,407.0,490.0,424.0,449.0
69,,,,,,,,,,
Всего,423.0,384.0,812.0,836.0,936.0,1264.0,959.0,1125.0,1137.0,1102.0
Женщины,242.0,378.0,533.0,561.0,606.0,904.0,718.0,735.0,692.0,689.0
Мужчины,181.0,6.0,279.0,275.0,330.0,360.0,241.0,390.0,445.0,413.0
65-69,,,,,,,,,,
Всего,3659.0,4525.0,5134.0,5486.0,5846.0,5902.0,5892.0,6229.0,6181.0,6122.0
Женщины,2412.0,3076.0,3445.0,3691.0,3860.0,3965.0,3888.0,3986.0,3768.0,3749.0
Мужчины,1247.0,1449.0,1689.0,1795.0,1986.0,1937.0,2004.0,2243.0,2413.0,2373.0
70 и старше,,,,,,,,,,
Всего,12446.0,11803.0,11217.0,11060.0,10937.0,11056.0,11419.0,11311.0,10085.0,10479.0
Женщины,8766.0,8379.0,8151.0,8046.0,7979.0,8011.0,8275.0,8271.0,7200.0,7393.0
Мужчины,3680.0,3424.0,3066.0,3014.0,2958.0,3045.0,3144.0,3040.0,2885.0,3086.0
70-74,,,,,,,,,,
Всего,3243.0,2792.0,2413.0,2291.0,2556.0,3113.0,3865.0,4285.0,,
Женщины,2328.0,1913.0,1748.0,1611.0,1836.0,2166.0,2762.0,3039.0,,
Мужчины,915.0,879.0,665.0,680.0,720.0,947.0,1103.0,1246.0,,
75-79,,,,,,,,,,
Всего,3327.0,3512.0,3327.0,3498.0,3110.0,2549.0,2236.0,1945.0,,
Женщины,2666.0,2858.0,2680.0,2752.0,2355.0,1938.0,1602.0,1452.0,,
Мужчины,661.0,654.0,647.0,746.0,755.0,611.0,634.0,493.0,,
80-84 года,,,,,,,,,,
Всего,3982.0,2718.0,2525.0,2185.0,2066.0,2353.0,2535.0,2274.0,2257.0,1944.0
Женщины,1974.0,1530.0,1758.0,1484.0,1775.0,2015.0,2182.0,1936.0,1772.0,1521.0
Мужчины,2008.0,1188.0,767.0,701.0,291.0,338.0,353.0,338.0,485.0,423.0
85-89 лет,,,,,,,,,,
Всего,1802.0,2706.0,2898.0,3039.0,2344.0,2187.0,1451.0,1490.0,956.0,1093.0
Женщины,1743.0,2042.0,1945.0,2184.0,1185.0,1066.0,794.0,1070.0,761.0,861.0
Мужчины,59.0,664.0,953.0,855.0,1159.0,1121.0,657.0,420.0,195.0,232.0
90-94 года,,,,,,,,,,
Всего,39.0,39.0,25.0,18.0,837.0,832.0,1307.0,1295.0,361.0,351.0
Женщины,18.0,11.0,4.0,5.0,821.0,819.0,931.0,772.0,307.0,287.0
Мужчины,21.0,28.0,21.0,13.0,16.0,13.0,376.0,523.0,54.0,64.0
95-99 лет,,,,,,,,,,
Всего,41.0,27.0,20.0,19.0,15.0,9.0,13.0,13.0,63.0,63.0
Женщины,29.0,19.0,10.0,6.0,4.0,2.0,0.0,0.0,60.0,59.0
Мужчины,12.0,8.0,10.0,13.0,11.0,7.0,13.0,13.0,3.0,4.0
100 и более лет,,,,,,,,,,
Всего,12.0,9.0,9.0,10.0,9.0,13.0,12.0,9.0,3.0,2.0
Женщины,8.0,6.0,6.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0
Мужчины,4.0,3.0,3.0,6.0,6.0,8.0,8.0,7.0,1.0,1.0
моложе трудоспособного возраста,,,,,,,,,,
Всего,13296.0,13353.0,13379.0,13384.0,13325.0,13078.0,12855.0,12627.0,10733.0,10537.0
Женщины,6463.0,6540.0,6543.0,6559.0,6496.0,6404.0,6330.0,6201.0,5213.0,5108.0
Мужчины,6833.0,6813.0,6836.0,6825.0,6829.0,6674.0,6525.0,6426.0,5520.0,5429.0
трудоспособный возраст,,,,,,,,,,
Всего,54413.0,52777.0,51416.0,50265.0,49227.0,48232.0,48806.0,48102.0,45867.0,44898.0
Женщины,24724.0,24120.0,23357.0,22670.0,22066.0,21544.0,21897.0,21581.0,21235.0,20828.0
Мужчины,29689.0,28657.0,28059.0,27595.0,27161.0,26688.0,26909.0,26521.0,24632.0,24070.0
старше трудоспособного возраста,,,,,,,,,,
Всего,27277.0,27213.0,27532.0,27619.0,27622.0,27760.0,26537.0,26438.0,23781.0,23982.0
Женщины,19854.0,19855.0,20030.0,20104.0,20048.0,20029.0,19231.0,19019.0,16919.0,16925.0
Мужчины,7423.0,7358.0,7502.0,7515.0,7574.0,7731.0,7306.0,7419.0,6862.0,7057.0
