М_Автовладельцы,Ж_Автовладельцы,Ж_Беременные,М_Занятые,Ж_Занятые,М_Инвалиды_ЗР,Ж_Инвалиды_ЗР,М_Инвалиды_ОДА_сгл,Ж_Инвалиды_ОДА_сгл,М_Инвалиды_ОДА,Ж_Инвалиды_ОДА,М_Мотоциклисты,Ж_Мотоциклисты,М_Мусульмане,Ж_Мусульмане,М_Православные,Ж_Православные
0.3546435772743447,0.1265428428737901,0.0,0.2936647898757203,0.18170383645208116,0.00490254220535326,0.006254607719565269,0.04040643656347606,0.054127327641561036,0.0691891037045823,0.08804014364194154,0.0,0.0,0.007670106353536552,0.007015624628409712,0.7196062151583442,0.9064424837689362
0.3417874396135266,0.11824376645501007,0.0,0.27779886776782614,0.1618226050126665,0.004920379316514582,0.006246450880181715,0.04544641259617105,0.05823137680037169,0.06919842547861872,0.08804398327396624,0.0,0.0,0.008856682769726247,0.0076402870269991225,0.77361782071927,0.9494347220071241
0.33133133133133136,0.11168067445551769,0.0,0.22468798974760615,0.12767034059776486,0.004914004914004914,0.006244958497046655,0.049413049413049415,0.06231948166844475,0.06916006916006916,0.08802789414795348,0.0,0.0,0.008827008827008827,0.007493950196455986,0.7476112476112476,0.9262574484140408
0.3195210484137086,0.1060246807134774,0.0,0.18530067551278318,0.10406082273011796,0.004902654032904351,0.006251010400387994,0.05345778532032244,0.06644392951446894,0.06915570640644887,0.08805302581236191,0.0,0.0,0.00872106727007024,0.007544322897019992,0.7405836043935322,0.9382173842754755
0.30547389052218954,0.10066359841592636,0.0,0.14360516280256733,0.08016206637127164,0.004899902001959961,0.0062613721502729315,0.060432124690839514,0.07050733169217596,0.06915861682766344,0.08803382211281173,0.0,0.0,0.008399832003359933,0.007385208177244996,0.7107191189509543,0.917638874023333
0.2902130137318647,0.09545986800085161,0.0,0.12233318796709657,0.0627773766783404,0.00490077150759377,0.006253991909729615,0.06244844485418992,0.07464871194379391,0.06919307098840312,0.08803491590376836,0.0,0.0,0.008491435780484254,0.007345113902490952,0.7214809064001164,0.9079199489035554
0.2739780771865723,0.09020459682390583,0.0,0.1305366397733847,0.060826297180396935,0.004909796757250514,0.006252385006017554,0.066396437542818,0.07872721401943229,0.06919387988125143,0.08803240672791851,0.0,0.0,0.009534140214660881,0.007954912378548154,0.810573190226079,0.9259694132151349
0.25598340602063613,0.08458683336589178,0.0,0.08946038383461738,0.041465536002599,0.004893096479097968,0.006251220941590154,0.07142857142857142,0.08282867747606955,0.06919476651420062,0.08804733067284347,0.0,0.0,0.008084246356770556,0.007060530795635308,0.6835974896287629,0.8978316077358859
0.2342768169938275,0.0780968684513444,0.0,0.07179804225562146,0.03349780524336627,0.004893510537730079,0.0062571942976889705,0.0754601568147695,0.08692187361648121,0.06917644441972974,0.08804344617927452,0.0,0.0,0.007173441583717956,0.006434284702340545,0.6059611855641439,0.8293733951182078
0.20691864189622036,0.07020320855614973,0.0,0.053659276513540084,0.03421991943956997,0.004884689301729661,0.006245989304812834,0.07943625880845612,0.09103743315508021,0.06918641896220372,0.0880427807486631,0.0,0.0,0.00824791800128123,0.007401069518716577,0.7012331838565022,0.9374545454545454
0.1733009087418405,0.06059634498236614,0.0,0.0712792751403879,0.04301709899907771,0.004863688723921669,0.006284065405578711,0.0834506591578139,0.09515870471304906,0.0691155766030974,0.08804103879448541,0.0,0.0,0.010495328298988865,0.008400128246232767,0.8855753231793165,0.9258736774607246
0.13677518782508188,0.04983769333587932,0.0,0.08664030409532628,0.05216157949383761,0.005008668849932576,0.006301317548214626,0.08842226931227123,0.09919801413022723,0.06915815835099211,0.08802749665839221,0.0,0.0,0.012906954344057022,0.010120297880465916,0.7324214987478328,0.9261027305709375
0.0,0.0,0.0,0.06679147095231909,0.03643184296234999,0.004970368954310839,0.006289842753931151,0.09252532976486331,0.10335741606459839,0.06920282928694323,0.08805779855503612,0.0,0.0,0.011852418275664309,0.00900977475563111,0.7319824125406232,0.9260518487037824
0.0,0.0,0.0,0.029481788029269623,0.015830537565995728,0.00488358886996025,0.006268818796584234,0.09642248722316865,0.1074090527666716,0.06916524701873936,0.08805962781973443,0.0,0.0,0.007836456558773424,0.006466261908287674,0.66053378762067,0.8057159780838146
0.0,0.0,0.0,0.01709913752847496,0.010178417834181832,0.00494218575158523,0.006276709401709402,0.10145468108914583,0.11151175213675214,0.06919060052219321,0.0880519943019943,0.0,0.0,0.007553151809026482,0.007478632478632479,0.6383812010443864,0.9448450854700855
0.0,0.0,0.0,0.011136206378352694,0.005801056724935878,0.004949158643030685,0.0062390908753295945,0.10546207144785387,0.11560886842202993,0.06919823629982903,0.08805288372265756,0.0,0.0,0.00809862323405021,0.007278939354551194,0.6878430666786646,0.929958777435288
0.0,0.0,0.0,0.0075155191137081636,0.003781036130917126,0.0048874953891552934,0.00626319745177338,0.11010697159719661,0.11971654557818259,0.06916267060125415,0.0880426613220715,0.0,0.0,0.008391737366285503,0.007193729644608282,0.7114533382515676,0.9221216133996636
0.0,0.0,0.0,0.0049231066644588525,0.002544814317365032,0.004958246346555324,0.00627255252419654,0.11447459986082116,0.12383232725188008,0.0691544885177453,0.08805179914342562,0.0,0.0,0.007219902574808629,0.006238829123528817,0.6100382741823243,0.795467574950258
0.0,0.0,0.0,0.006455207780395662,0.0033863257670506616,0.004847447961220416,0.006238712855032014,0.1187624750499002,0.12789361352815629,0.06914741944682064,0.08805341213812728,0.0,0.0,0.009837467921300257,0.008537186012149072,0.8344739093242087,1.0628249329611996
0.0,0.0,0.0,0.007470054011828719,0.0037855213204057575,0.004949587534372136,0.006270627062706271,0.123006416131989,0.13207920792079209,0.06911090742438131,0.08805280528052806,0.0,0.0,0.01008249312557287,0.008184818481848185,0.8493125572868928,0.9732013201320132
0.0,0.0,0.0,0.008702300702961732,0.00453066002804509,0.004942339373970346,0.006261257397718501,0.12732407625323605,0.13611802041341453,0.06919275123558484,0.08800068616519427,0.0,0.0,0.010120028241939279,0.008405523629813878,0.8496116733349023,0.9804442919632902
0.0,0.0,0.0,0.009371438537748555,0.004451588397991353,0.004798193621224951,0.006267858788828464,0.13152695455828395,0.14028942759701354,0.06915043748235958,0.08802654622545857,0.0,0.0,0.009596387242449902,0.007650474698128859,0.8151284222410387,0.9414692598396166
0.0,0.0,0.0,0.00769611343922643,0.0037656026664921855,0.004968619246861925,0.006280650434483352,0.13598326359832635,0.14428288737847372,0.06929916317991631,0.08801514239008862,0.0,0.0,0.007583682008368201,0.006710831971091801,0.6508891213389121,0.8578680203045685
0.0,0.0,0.0,0.0075773387017013,0.0038496926376404544,0.005020673360897815,0.006278818797213774,0.14028352037802716,0.14843520062788187,0.06910809214412286,0.0880015697046993,0.0,0.0,0.007974010632014175,0.007357990777984892,0.683402244536326,0.9373099185715688
0.0,0.0,0.0,0.006532477580990847,0.003392708615123527,0.004776119402985075,0.00629433509841143,0.1444776119402985,0.15246278349485462,0.06925373134328358,0.08802078129683286,0.0,0.0,0.007462686567164179,0.006893795583974423,0.6423880597014925,0.8723149165750824
0.0,0.0,0.0,0.007638435659501505,0.003866255621597723,0.005061155630535639,0.006305832895428271,0.14888232813159005,0.15659485023646874,0.06916912695065373,0.08801891749868629,0.0,0.0,0.009700548291859975,0.007882291119285338,0.8085196119780683,0.9852863899106674
0.0,0.0,0.0,0.006795100474425026,0.003567386802320002,0.004739336492890996,0.0062047569803516025,0.15308056872037915,0.16073275225291772,0.06919431279620854,0.08804845619737037,0.0,0.0,0.00900473933649289,0.007386615452799527,0.7654028436018957,0.9181563007829813
0.0,0.0,0.0,0.005595653100315435,0.0036225920472183486,0.004766949152542373,0.006277695716395864,0.1573093220338983,0.1648818316100443,0.06938559322033898,0.08807237813884786,0.0,0.0,0.007944915254237288,0.0075701624815361895,0.6811440677966102,0.9316838995568686
0.0,0.0,0.0,0.0048476260569266785,0.0032541221064541098,0.004996431120628123,0.006354970494779845,0.16202712348322626,0.16886064457557876,0.06923625981441828,0.08806173399909215,0.0,0.0,0.008565310492505354,0.007489786654561961,0.7059243397573162,0.9246482069904676
0.0,0.0,0.0,0.003288077514284327,0.00279327427786654,0.0054466230936819175,0.006264236902050114,0.16666666666666666,0.1728359908883827,0.06971677559912855,0.08798405466970387,0.0,0.0,0.00980392156862745,0.007403189066059226,0.8126361655773421,0.9291002277904328
0.0,0.0,0.0,0.002276361356042995,0.001936325706267511,0.004524886877828055,0.006231671554252199,0.17043740573152338,0.17705278592375367,0.0693815987933635,0.08797653958944282,0.0,0.0,0.010558069381598794,0.0076979472140762464,0.8476621417797888,0.9263196480938416
0.0,0.0,0.0,0.0,0.0,0.0053285968028419185,0.006343452650657001,0.17406749555950266,0.18124150430448574,0.06927175843694494,0.08790212958767558,0.0,0.0,0.008880994671403197,0.007249660172179429,0.7282415630550622,0.9261440869959221
0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.006067961165048544,0.17718446601941748,0.18507281553398058,0.0703883495145631,0.08798543689320389,0.0,0.0,0.007281553398058253,0.007281553398058253,0.7330097087378641,0.9259708737864077
