,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
,men,women,men,women,men,women,men,women,men,women,men,women
0-7,1.9833265126250826e-05,1.641793495214172e-05,1.9994511184187826e-05,1.6075894640638767e-05,1.9672019068313827e-05,1.556283417338434e-05,1.918828089450283e-05,1.5220793861881387e-05,1.934952695243983e-05,1.504977370612991e-05,1.8543296662754836e-05,1.4023652771621053e-05
8-17,2.682962277115896e-05,2.1255110848849853e-05,2.8024464271089114e-05,2.2404035759598493e-05,2.9545171634636587e-05,2.3438068179272268e-05,3.1065878998184056e-05,2.4127423125721453e-05,3.258658636173153e-05,2.539124052754496e-05,3.302107417988795e-05,2.539124052754496e-05
able,4.8908522690196816e-05,2.9981495388457662e-05,4.807226297580485e-05,2.9546980962537987e-05,4.786953334807347e-05,2.9411195204438087e-05,5.070774813631287e-05,3.1638081637276425e-05,4.4372447269707065e-05,2.9574138114157967e-05,4.2243786178527513e-05,2.9519823810918005e-05
old,0.00024923394963945173,0.00023729260218449121,0.00025028516645158135,0.00023195564893180656,0.00025353438205270916,0.00022778475269231353,0.00023757499954128722,0.00021491327720054467,0.00024961621029840795,0.00020899329544126424,0.00023996412865976354,0.0002010999864288903
