;agrprod;avgemployers;avgsalary;badcompanies;beforeschool;budincome;cinemas;circuses;cliniccap;consnewapt;consnewareas;cultureorg;docsnum;factoriescap;foodseats;foodservturnover;funds;goodcompanies;goodcompincome;harvest;hospitalcap;hospitals;invest;library;livarea;livestock;munipoliceworkers;musartschool;museums;naturesecure;parks;pollutcapturedperc;pollutionvol;popsize;retailturnover;roadslen;schoolnum;servicesnum;shoparea;socialaidcenters;socialaidcenterscap;socialaidhomeservices;sportschool;sportsvenue;theatres;visiblecompanies;zoos;badhousesdwellers;litstreetperc
1512000;0.05276185312801431;0.0029021019856371295;0.08078010787365694;0.0;0.3234084603069806;0.0;0.0;0.0;0.0;0.0;0.0006611255974765133;0.0;0.0;0.00011575540163213805;0.040441343491646825;0.0;0.007688392647042037;0.0;0.0;8.964650000896465e-06;0.0;0.3419783292555051;0.0003834154521931505;0.0;0.010011592370112763;1.1027556215775369e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00680723952675924;0.009493619554697987;0.08732133949265579;0.0;0.31750684962397535;0.05691229606728251;0.0;0.0;0.0;0.0;0.29504445314614747;0.0;0.0;0.0;0.0;0.11701308698999228
1539000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022528721290941293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1541000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018752018318997153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1558000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0055846275039387805;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1601000;0.24278716495946898;0.002648691409822194;0.08059451185894108;0.019611658866990647;0.1906969962088072;0.004416928522283924;0.0;0.0;0.03708712956335003;8.83076923076923e-05;0.00048382911266589096;0.0232493273763977;0.008073093897711239;0.0004299469111669691;0.004359065807542538;0.00027431308215759284;0.0028388426471994887;0.03207299803927671;0.0003424822411105601;1.1500040001150006e-05;0.010106065701487409;0.5252684323550466;0.0009822886411084072;0.5269810970598372;0.010222362735799347;6.587236697685516e-05;0.0007231950870574991;0.0;0.0;0.0;0.0;0.016901408450704227;0.00016659279263805114;0.008352170977306755;0.002217970352595623;0.07214889842211913;0.31954187544738727;0.0216747100160867;0.015861247769544028;0.0;0.030433102539575957;0.020894675555584878;0.07949176807444525;0.36549103610852474;0.0;0.02105784234459247;0.0;0.003961875187626785;0.33666154633896567
1602000;0.05724636847875254;0.005967268167885609;0.08168950356659044;0.04165967830485202;0.25069903781984676;0.0038591792659271426;0.0;0.0;0.047097696343039605;0.0004185641025641026;0.004630437500864384;0.01234673091493484;0.03644185869701669;0.0003191838837264031;0.07024112976932383;0.0004009977256215365;0.005945441110336969;0.0170326078692578;1.2607177747405778e-05;4.172584000417258e-05;0.06976973283840675;0.139473884284954;0.0015277404529379245;0.00902765458380147;0.008395686233182282;3.3791688588154794e-05;0.00019202910678539612;0.025697559492131074;0.025697559492131074;3.655053471481672e-05;0.0;0.20422535211267606;0.0001452003513140874;0.015897014355752578;0.01018796510270805;0.06581334497764653;0.1272713449403178;0.16114725860815923;0.03487237117215222;0.0;0.008080864488669431;0.011096275279841888;0.04221470386983958;0.22853330010192363;0.0;0.02609349454975668;0.0;0.010519918720281721;0.09039548022598869
1603000;0.18255405599839955;0.0020493203087642597;0.08538556518942315;0.13709025487708745;0.23382197141683422;0.005885174086592114;0.03420482028187807;0.0;0.15287180385288965;0.0001243076923076923;0.00025708400529908613;0.04062961013863846;0.07289247715540417;0.00015739103246248598;0.006964783511218471;0.00016525478506818214;0.0035339915927694865;0.01868316998618529;3.831778630121759e-09;8.538000000853801e-06;0.1170038795665232;0.2753815361521141;0.000123798379068111;0.029707465784523573;0.011346471352794464;4.565052039029272e-05;0.0;0.08456342256692519;0.0;0.0;0.0;0.07746478873239436;0.0001430322376868598;0.0046971787570090715;0.004526898940387438;0.12999104390706345;0.2094070552914686;0.2556756276885083;0.03924170917305793;0.1030147610708031;0.0;0.018257356611928992;0.1389166875156367;0.4120759742739385;0.0;0.0367998570870599;0.0;0.006058165101920555;0.004663212435233161
1604000;0.09345693519716637;0.008034217038445689;0.08699199905244438;0.025849937826002575;0.2212790955924264;0.003952614204307471;0.008599614207237807;0.0;0.06951827273870928;0.0005993846153846155;0.003295658940865428;0.01021490449893936;0.03724373438123579;0.0007361159628432746;0.027524363454233897;0.00042330298981322386;0.0016578599944368098;0.032880639894545115;0.00016746027497924714;4.926287000492629e-05;0.07659406774149859;0.20001258019876714;0.0007567428968310015;0.007468910601380094;0.008852355358836548;0.000282154867278903;0.0;0.021260535916467482;0.021260535916467482;2.784051863481264e-05;0.0;0.041314553990610334;0.00025995416158686125;0.019254763232833278;0.00473488808446367;0.10260032359551503;0.11407095232104666;0.0761846015661671;0.025044693576725233;0.02589948421185055;0.0026218024864261883;0.00459017828518557;0.03492577682727387;0.24087509943559365;0.0;0.030840153641334005;0.0;0.02101899016170557;0.04870466321243523
1605000;0.06247851827327223;0.01144314017571269;0.09658277842437657;0.03197403808899004;0.33288764788544345;0.005704173013856939;0.0;0.0;0.05685054851007546;5.374358974358975e-05;0.0007150856602351894;0.01263491416199626;0.04021734028570781;0.0015514774007676759;0.031134730849306836;0.0007010715532122754;0.005919088894809572;0.040670381470744435;0.0008249176237356428;1.888988000188899e-05;0.11190297629694423;0.2283669182292072;0.0010961613684202403;0.0923836775388942;0.010046720764393861;2.9853103296247305e-05;0.0;0.026297362483466896;0.026297362483466896;0.0012183447132834858;0.0;0.3976525821596244;0.005100520782408923;0.015530047265361242;0.01134368788858843;0.03835077171036665;0.1953629502839804;0.3916578615594535;0.09650850803094502;0.03203532249280324;0.018322570606084183;0.017032907736220383;0.043200031121139036;0.24668211803920445;0.0;0.038146484290821445;0.0;0.009042988592500351;0.452991452991453
1606000;0.05894688233599507;0.0025142736261290544;0.08034597674177152;0.10635670588969694;0.43391994478950996;0.007173175408153706;0.10614648033126294;0.0;0.09728501552795031;6.102564102564102e-05;0.00025608354419419166;0.04202809309630899;0.053510711665859474;0.0002506883765398688;0.010131346938448743;4.385191874422716e-05;0.004825885139341702;0.05797875033756414;4.035015613333182e-06;7.022430000702243e-06;0.11418036510884048;0.47476708074534163;0.0004114450645999701;0.030730005367686525;0.01275160712403836;3.472366373360939e-05;0.0;0.08747412008281574;0.08747412008281574;5.509261569801109e-06;0.0;0.06807511737089202;0.0003753311248004401;0.0045344900136022465;0.003218884740069847;0.07399079091324161;0.14440993788819875;0.09795409514904606;0.026621567836167863;0.1065605590062112;0.0;0.018885780118499014;0.14369824016563149;0.37297728015691406;0.0;0.03806651883462174;0.0;0.01342861907296831;0.4869390488948426
1607000;0.1987447077188482;0.002289509463232329;0.08197446406982573;0.03796769323335079;0.3313196326407708;0.006217620022800239;0.03789264597191426;0.0;0.11550399113082041;0.00020584615384615387;0.00019830641435280042;0.04501013074394067;0.04949282412392585;0.0005362267152525516;0.011573547544764508;0.0003721760744500791;0.01008729507509503;0.06209254193579486;7.201057756305376e-05;1.0773250001077325e-05;0.0880429351890252;0.2711751662971175;0.000606667449553801;0.03291040486162437;0.011170829381388978;3.690416574279379e-05;0.0;0.09368070953436806;0.09368070953436806;5.285562340317777e-06;0.0;0.08732394366197184;0.0002564613554018779;0.0042213447631349755;0.004265798939508634;0.10651232351593469;0.3093126385809313;0.23078940466824022;0.04212694967230921;0.11412139689578715;0.008664374153797854;0.02022579112468963;0.15389412416851442;0.4565043428971542;0.0;0.04076746917322018;0.0;0.0038350468660716596;0.14329942503317117
