,from_territory_id,to_territory_id,n_people
473,37,49,2
474,37,50,5
475,37,52,2
476,37,53,1
477,37,59,2
478,37,63,2
479,37,70,1
480,37,78,1
481,37,80,1
482,37,82,1
483,37,107,1
484,37,110,1
485,37,114,1
486,37,115,2
487,37,119,1
488,37,128,1
489,37,130,1
490,37,131,1
491,37,132,1
492,37,135,2
493,37,136,3
494,37,137,1
495,37,140,1
496,37,145,1
497,37,146,1
498,37,161,2
499,37,163,1
500,37,167,1
501,37,170,1
502,37,171,1
503,37,173,2
504,37,185,1
505,37,188,1
506,37,192,1
507,37,194,1
508,37,199,1
509,38,3,1
510,38,4,1
511,38,6,2
512,38,9,1
513,38,11,2
514,38,24,1
515,38,33,1
516,38,35,24
517,38,37,2
518,38,40,3
519,38,41,1
520,38,45,1
521,38,46,1
522,38,47,1
523,38,49,2
524,38,50,4
525,38,52,2
526,38,53,1
527,38,59,1
528,38,63,2
529,38,70,1
530,38,80,1
531,38,82,1
532,38,107,1
533,38,110,1
534,38,114,1
535,38,115,1
536,38,128,1
537,38,130,1
538,38,131,1
539,38,132,1
540,38,135,2
541,38,136,3
542,38,137,1
543,38,140,1
544,38,145,1
545,38,146,1
546,38,161,2
547,38,167,1
548,38,170,1
549,38,171,1
550,38,173,1
551,38,192,1
552,38,194,1
553,40,3,1
554,40,4,1
555,40,6,1
556,40,9,1
557,40,11,1
558,40,35,14
559,40,37,1
560,40,38,1
561,40,41,1
562,40,45,1
563,40,46,1
564,40,47,1
565,40,49,1
566,40,50,2
567,40,52,1
568,40,53,1
569,40,59,1
570,40,63,1
571,40,80,1
572,40,115,1
573,40,128,1
574,40,135,1
575,40,136,2
576,40,161,1
577,40,171,1
578,40,173,1
579,41,3,1
580,41,4,1
581,41,6,2
582,41,9,1
583,41,11,1
584,41,24,1
585,41,35,22
586,41,37,2
587,41,38,1
588,41,40,3
589,41,45,1
590,41,46,1
591,41,47,1
592,41,49,1
593,41,50,4
594,41,52,2
595,41,53,1
596,41,59,1
597,41,63,2
598,41,70,1
599,41,80,1
600,41,82,1
601,41,107,1
602,41,110,1
603,41,114,1
604,41,115,1
605,41,128,1
606,41,130,1
607,41,131,1
608,41,135,2
609,41,136,3
610,41,137,1
611,41,140,1
612,41,145,1
613,41,146,1
614,41,161,1
615,41,167,1
616,41,170,1
617,41,171,1
618,41,173,1
619,41,192,1
620,41,194,1
621,45,6,1
622,45,11,1
623,45,35,8
624,45,37,1
625,45,40,1
626,45,49,1
627,45,50,1
628,45,52,1
629,45,63,1
630,45,135,1
631,45,136,1
632,45,161,1
633,46,3,1
634,46,4,1
635,46,6,1
636,46,9,1
637,46,11,1
638,46,35,13
639,46,37,1
640,46,38,1
641,46,40,1
642,46,47,1
643,46,49,1
644,46,50,2
645,46,52,1
646,46,53,1
647,46,59,1
648,46,63,1
649,46,80,1
650,46,115,1
651,46,128,1
652,46,135,1
653,46,136,1
654,46,161,1
655,46,173,1
656,47,3,2
657,47,4,1
658,47,6,3
659,47,9,1
660,47,11,2
661,47,13,1
662,47,24,1
663,47,30,1
664,47,33,1
665,47,35,32
666,47,37,2
667,47,38,2
668,47,40,4
669,47,41,1
670,47,45,1
671,47,46,1
672,47,49,2
673,47,50,5
674,47,52,2
675,47,53,2
676,47,59,2
677,47,63,2
678,47,66,1
679,47,70,1
680,47,78,1
681,47,80,2
682,47,82,1
683,47,107,1
684,47,110,1
685,47,114,1
686,47,115,2
687,47,119,1
688,47,124,1
689,47,125,1
690,47,128,1
691,47,130,1
692,47,131,1
693,47,132,1
694,47,135,3
695,47,136,4
696,47,137,1
697,47,140,1
698,47,145,1
699,47,146,1
700,47,161,2
701,47,163,1
702,47,167,1
703,47,170,1
704,47,171,1
705,47,173,2
706,47,176,1
707,47,185,1
708,47,188,1
709,47,192,1
710,47,194,1
711,47,199,1
712,49,3,1
713,49,4,1
714,49,6,2
715,49,9,1
716,49,11,2
717,49,24,1
718,49,33,1
719,49,35,29
720,49,37,2
721,49,38,2
722,49,40,3
723,49,41,1
724,49,45,1
725,49,46,1
726,49,47,2
727,49,50,5
728,49,52,2
729,49,53,1
730,49,59,2
731,49,63,2
732,49,70,1
733,49,78,1
734,49,80,1
735,49,82,1
736,49,107,1
737,49,110,1
738,49,114,1
739,49,115,2
740,49,119,1
741,49,128,1
742,49,130,1
743,49,131,1
744,49,132,1
745,49,135,2
746,49,136,3
747,49,137,1
748,49,140,1
749,49,145,1
750,49,146,1
751,49,161,2
752,49,163,1
753,49,167,1
754,49,170,1
755,49,171,1
756,49,173,2
757,49,185,1
758,49,188,1
759,49,192,1
760,49,194,1
761,49,199,1
762,50,3,2
763,50,4,2
764,50,6,4
765,50,9,2
766,50,11,3
767,50,13,1
768,50,24,1
769,50,28,1
770,50,30,1
771,50,31,1
772,50,33,1
773,50,35,48
774,50,37,3
775,50,38,3
776,50,40,6
777,50,41,2
778,50,45,2
779,50,46,2
780,50,47,2
781,50,49,3
782,50,52,4
783,50,53,2
784,50,56,1
785,50,58,1
786,50,59,2
787,50,63,3
788,50,65,1
789,50,66,1
790,50,70,1
791,50,71,1
792,50,72,1
793,50,75,1
794,50,78,1
795,50,80,2
796,50,82,1
797,50,86,1
798,50,94,1
799,50,107,2
800,50,110,1
801,50,114,2
802,50,115,2
803,50,119,1
804,50,124,1
805,50,125,1
806,50,128,2
807,50,129,1
808,50,130,1
809,50,131,2
810,50,132,1
811,50,135,4
812,50,136,6
813,50,137,1
814,50,140,1
815,50,144,1
816,50,145,1
817,50,146,1
818,50,152,1
819,50,154,1
820,50,156,1
821,50,160,1
822,50,161,3
823,50,163,1
824,50,167,1
825,50,170,2
826,50,171,2
827,50,173,3
828,50,175,1
829,50,176,1
830,50,185,1
831,50,188,1
832,50,192,1
833,50,194,1
834,50,199,1
835,50,204,1
836,52,3,1
837,52,4,1
838,52,6,1
839,52,9,1
840,52,11,1
841,52,35,18
842,52,37,1
843,52,38,1
844,52,40,2
845,52,41,1
846,52,45,1
847,52,46,1
848,52,47,1
849,52,49,1
850,52,50,3
851,52,53,1
852,52,59,1
853,52,63,1
854,52,80,1
855,52,107,1
856,52,110,1
857,52,114,1
858,52,115,1
859,52,128,1
860,52,131,1
861,52,135,1
862,52,136,2
863,52,161,1
864,52,170,1
865,52,171,1
866,52,173,1
867,52,192,1
868,53,3,1
869,53,4,1
870,53,6,1
871,53,9,1
872,53,11,1
873,53,35,13
874,53,37,1
875,53,38,1
876,53,40,1
877,53,47,1
878,53,49,1
879,53,50,2
880,53,52,1
881,53,59,1
882,53,63,1
883,53,80,1
884,53,115,1
885,53,128,1
886,53,135,1
887,53,136,1
888,53,161,1
889,53,173,1
890,56,6,1
891,56,35,7
892,56,37,1
893,56,40,1
894,56,50,1
895,56,52,1
896,56,63,1
897,56,135,1
898,56,136,1
899,58,3,1
900,58,4,1
901,58,6,2
902,58,9,1
903,58,11,1
904,58,24,1
905,58,35,21
906,58,37,1
907,58,38,1
908,58,40,2
909,58,41,1
910,58,45,1
911,58,46,1
912,58,47,1
913,58,49,1
914,58,50,3
915,58,52,2
916,58,53,1
917,58,59,1
918,58,63,1
919,58,80,1
920,58,82,1
921,58,107,1
922,58,110,1
923,58,114,1
924,58,115,1
925,58,128,1
926,58,130,1
927,58,131,1
928,58,135,2
929,58,136,2
930,58,140,1
931,58,146,1
932,58,161,1
933,58,167,1
934,58,170,1
935,58,171,1
936,58,173,1
937,58,192,1
938,58,194,1
939,59,3,1
940,59,4,1
941,59,6,3
942,59,9,1
943,59,11,2
944,59,24,1
945,59,33,1
946,59,35,30
947,59,37,2
948,59,38,2
949,59,40,4
950,59,41,1
951,59,45,1
952,59,46,1
953,59,47,2
954,59,49,2
955,59,50,5
956,59,52,2
957,59,53,1
958,59,63,2
959,59,70,1
960,59,78,1
961,59,80,1
962,59,82,1
963,59,107,1
964,59,110,1
965,59,114,1
966,59,115,2
967,59,119,1
968,59,124,1
969,59,125,1
970,59,128,1
971,59,130,1
972,59,131,1
973,59,132,1
974,59,135,3
975,59,136,4
976,59,137,1
977,59,140,1
978,59,145,1
979,59,146,1
980,59,161,2
981,59,163,1
982,59,167,1
983,59,170,1
984,59,171,1
985,59,173,2
986,59,185,1
987,59,188,1
988,59,192,1
989,59,194,1
990,59,199,1
991,62,6,1
992,62,11,1
993,62,35,10
994,62,37,1
995,62,38,1
996,62,40,1
997,62,47,1
998,62,49,1
999,62,50,2
1000,62,52,1
1001,62,59,1
1002,62,63,1
1003,62,115,1
1004,62,135,1
1005,62,136,1
1006,62,161,1
1007,62,173,1
1008,63,3,1
1009,63,4,1
1010,63,6,2
1011,63,9,1
1012,63,11,1
1013,63,35,18
1014,63,37,1
1015,63,38,1
1016,63,40,2
1017,63,41,1
1018,63,45,1
1019,63,46,1
1020,63,47,1
1021,63,49,1
1022,63,50,3
1023,63,52,1
1024,63,53,1
1025,63,59,1
1026,63,80,1
1027,63,107,1
1028,63,110,1
1029,63,114,1
1030,63,115,1
1031,63,128,1
1032,63,131,1
1033,63,135,2
1034,63,136,2
1035,63,161,1
1036,63,170,1
1037,63,171,1
1038,63,173,1
1039,63,192,1
1040,65,3,1
1041,65,6,1
1042,65,9,1
1043,65,11,1
1044,65,35,11
1045,65,37,1
1046,65,38,1
1047,65,40,1
1048,65,47,1
1049,65,49,1
1050,65,50,2
1051,65,52,1
1052,65,53,1
1053,65,59,1
1054,65,63,1
1055,65,80,1
1056,65,115,1
1057,65,135,1
1058,65,136,1
1059,65,161,1
1060,65,173,1
1061,66,3,1
1062,66,6,1
1063,66,9,1
1064,66,11,1
1065,66,35,11
1066,66,37,1
1067,66,38,1
1068,66,40,1
1069,66,47,1
1070,66,49,1
1071,66,50,2
1072,66,52,1
1073,66,53,1
1074,66,59,1
1075,66,63,1
1076,66,80,1
1077,66,115,1
1078,66,135,1
1079,66,136,1
1080,66,161,1
1081,66,173,1
1082,68,6,1
1083,68,35,6
1084,68,40,1
1085,68,50,1
1086,68,135,1
1087,68,136,1
1088,70,3,1
1089,70,4,1
1090,70,6,1
1091,70,9,1
1092,70,11,1
1093,70,35,12
1094,70,37,1
1095,70,38,1
1096,70,40,1
1097,70,47,1
1098,70,49,1
1099,70,50,2
1100,70,52,1
1101,70,53,1
1102,70,59,1
1103,70,63,1
1104,70,80,1
1105,70,115,1
1106,70,128,1
1107,70,135,1
1108,70,136,1
1109,70,161,1
1110,70,173,1
1111,71,6,1
1112,71,11,1
1113,71,35,9
1114,71,37,1
1115,71,40,1
1116,71,49,1
1117,71,50,1
1118,71,52,1
1119,71,63,1
1120,71,135,1
1121,71,136,1
1122,71,161,1
1123,72,3,1
1124,72,4,1
1125,72,6,1
1126,72,9,1
1127,72,11,1
1128,72,35,17
1129,72,37,1
1130,72,38,1
1131,72,40,2
1132,72,41,1
1133,72,45,1
1134,72,46,1
1135,72,47,1
1136,72,49,1
1137,72,50,3
1138,72,52,1
1139,72,53,1
1140,72,59,1
1141,72,63,1
1142,72,80,1
1143,72,107,1
1144,72,114,1
1145,72,115,1
1146,72,128,1
1147,72,131,1
1148,72,135,1
1149,72,136,2
1150,72,161,1
1151,72,170,1
1152,72,171,1
1153,72,173,1
1154,72,192,1
1155,74,6,1
1156,74,11,1
1157,74,35,9
1158,74,37,1
1159,74,40,1
1160,74,49,1
1161,74,50,1
1162,74,52,1
1163,74,63,1
1164,74,135,1
1165,74,136,1
1166,74,161,1
1167,75,6,1
1168,75,11,1
1169,75,35,9
1170,75,37,1
1171,75,40,1
1172,75,49,1
1173,75,50,1
1174,75,52,1
1175,75,63,1
1176,75,135,1
1177,75,136,1
1178,75,161,1
1179,76,6,1
1180,76,11,1
1181,76,35,8
1182,76,37,1
1183,76,40,1
1184,76,49,1
1185,76,50,1
1186,76,52,1
1187,76,63,1
1188,76,135,1
1189,76,136,1
1190,76,161,1
1191,78,3,1
1192,78,4,1
1193,78,6,1
1194,78,9,1
1195,78,11,1
1196,78,35,12
1197,78,37,1
1198,78,38,1
1199,78,40,1
1200,78,47,1
1201,78,49,1
1202,78,50,2
1203,78,52,1
1204,78,53,1
1205,78,59,1
1206,78,63,1
1207,78,80,1
1208,78,115,1
1209,78,128,1
1210,78,135,1
1211,78,136,1
1212,78,161,1
1213,78,173,1
1214,80,3,1
1215,80,4,1
1216,80,6,1
1217,80,9,1
1218,80,11,1
1219,80,35,17
1220,80,37,1
1221,80,38,1
1222,80,40,2
1223,80,41,1
1224,80,45,1
1225,80,46,1
1226,80,47,1
1227,80,49,1
1228,80,50,3
1229,80,52,1
1230,80,53,1
1231,80,59,1
1232,80,63,1
1233,80,107,1
1234,80,110,1
1235,80,114,1
1236,80,115,1
1237,80,128,1
1238,80,131,1
1239,80,135,1
1240,80,136,2
1241,80,161,1
1242,80,170,1
1243,80,171,1
1244,80,173,1
1245,80,192,1
1246,81,6,1
1247,81,11,1
1248,81,35,8
1249,81,37,1
1250,81,40,1
1251,81,49,1
1252,81,50,1
1253,81,52,1
1254,81,63,1
1255,81,135,1
1256,81,136,1
1257,81,161,1
1258,82,3,1
1259,82,4,1
1260,82,6,3
1261,82,9,1
1262,82,11,2
1263,82,24,1
1264,82,33,1
1265,82,35,30
1266,82,37,2
1267,82,38,2
1268,82,40,4
1269,82,41,1
1270,82,45,1
1271,82,46,1
1272,82,47,2
1273,82,49,2
1274,82,50,5
1275,82,52,2
1276,82,53,1
1277,82,59,2
1278,82,63,2
1279,82,70,1
1280,82,78,1
1281,82,80,1
1282,82,107,1
1283,82,110,1
1284,82,114,1
1285,82,115,2
1286,82,119,1
1287,82,124,1
1288,82,125,1
1289,82,128,1
1290,82,130,1
1291,82,131,1
1292,82,132,1
1293,82,135,3
1294,82,136,4
1295,82,137,1
1296,82,140,1
1297,82,145,1
1298,82,146,1
1299,82,161,2
1300,82,163,1
1301,82,167,1
1302,82,170,1
1303,82,171,1
1304,82,173,2
1305,82,185,1
1306,82,188,1
1307,82,192,1
1308,82,194,1
1309,82,199,1
1310,84,6,1
1311,84,11,1
1312,84,35,10
1313,84,37,1
1314,84,38,1
1315,84,40,1
1316,84,47,1
1317,84,49,1
1318,84,50,2
1319,84,52,1
1320,84,59,1
1321,84,63,1
1322,84,80,1
1323,84,115,1
1324,84,135,1
1325,84,136,1
1326,84,161,1
1327,84,173,1
1328,86,35,4
1329,86,50,1
1330,88,35,4
1331,88,50,1
1332,89,35,2
1333,93,35,3
1334,94,3,1
1335,94,6,1
1336,94,11,1
1337,94,35,11
1338,94,37,1
1339,94,38,1
1340,94,40,1
1341,94,47,1
1342,94,49,1
1343,94,50,2
1344,94,52,1
1345,94,53,1
1346,94,59,1
1347,94,63,1
1348,94,80,1
1349,94,115,1
1350,94,135,1
1351,94,136,1
1352,94,161,1
1353,94,173,1
1354,95,35,1
1355,99,6,1
1356,99,35,7
1357,99,37,1
1358,99,40,1
1359,99,50,1
1360,99,52,1
1361,99,63,1
1362,99,135,1
1363,99,136,1
1364,101,3,1
1365,101,4,1
1366,101,6,1
1367,101,9,1
1368,101,11,1
1369,101,35,15
1370,101,37,1
1371,101,38,1
1372,101,40,2
1373,101,41,1
1374,101,45,1
1375,101,46,1
1376,101,47,1
1377,101,49,1
1378,101,50,2
1379,101,52,1
1380,101,53,1
1381,101,59,1
1382,101,63,1
1383,101,80,1
1384,101,115,1
1385,101,128,1
1386,101,131,1
1387,101,135,1
1388,101,136,2
1389,101,161,1
1390,101,171,1
1391,101,173,1
1392,107,3,1
1393,107,4,1
1394,107,6,1
1395,107,9,1
1396,107,11,1
1397,107,35,17
1398,107,37,1
1399,107,38,1
1400,107,40,2
1401,107,41,1
1402,107,45,1
1403,107,46,1
1404,107,47,1
1405,107,49,1
1406,107,50,3
1407,107,52,1
1408,107,53,1
1409,107,59,1
1410,107,63,1
1411,107,80,1
1412,107,110,1
1413,107,114,1
1414,107,115,1
1415,107,128,1
1416,107,131,1
1417,107,135,1
1418,107,136,2
1419,107,161,1
1420,107,170,1
1421,107,171,1
1422,107,173,1
1423,107,192,1
1424,110,3,1
1425,110,4,1
1426,110,6,2
1427,110,9,1
1428,110,11,1
1429,110,24,1
1430,110,35,20
1431,110,37,1
1432,110,38,1
1433,110,40,2
1434,110,41,1
1435,110,45,1
1436,110,46,1
1437,110,47,1
1438,110,49,1
1439,110,50,3
1440,110,52,1
1441,110,53,1
1442,110,59,1
1443,110,63,1
1444,110,80,1
1445,110,82,1
1446,110,107,1
1447,110,114,1
1448,110,115,1
1449,110,128,1
1450,110,130,1
1451,110,131,1
1452,110,135,2
1453,110,136,2
1454,110,146,1
1455,110,161,1
1456,110,170,1
1457,110,171,1
1458,110,173,1
1459,110,192,1
1460,110,194,1
1461,114,3,1
1462,114,4,1
1463,114,6,1
1464,114,9,1
1465,114,11,1
1466,114,35,17
1467,114,37,1
1468,114,38,1
1469,114,40,2
1470,114,41,1
1471,114,45,1
1472,114,46,1
1473,114,47,1
1474,114,49,1
1475,114,50,3
1476,114,52,1
1477,114,53,1
1478,114,59,1
1479,114,63,1
1480,114,80,1
1481,114,107,1
1482,114,110,1
1483,114,115,1
1484,114,128,1
1485,114,131,1
1486,114,135,1
1487,114,136,2
1488,114,161,1
1489,114,170,1
1490,114,171,1
1491,114,173,1
1492,114,192,1
1493,115,3,1
1494,115,4,1
1495,115,6,3
1496,115,9,1
1497,115,11,2
1498,115,13,1
1499,115,24,1
1500,115,30,1
1501,115,33,1
1502,115,35,32
1503,115,37,2
1504,115,38,2
1505,115,40,4
1506,115,41,1
1507,115,45,1
1508,115,46,1
1509,115,47,2
1510,115,49,2
1511,115,50,5
1512,115,52,2
1513,115,53,1
1514,115,59,2
1515,115,63,2
1516,115,66,1
1517,115,70,1
1518,115,78,1
1519,115,80,2
1520,115,82,1
1521,115,107,1
1522,115,110,1
1523,115,114,1
1524,115,119,1
1525,115,124,1
1526,115,125,1
1527,115,128,1
1528,115,130,1
1529,115,131,1
1530,115,132,1
1531,115,135,3
1532,115,136,4
1533,115,137,1
1534,115,140,1
1535,115,145,1
1536,115,146,1
1537,115,161,2
1538,115,163,1
1539,115,167,1
1540,115,170,1
1541,115,171,1
1542,115,173,2
1543,115,176,1
1544,115,185,1
1545,115,188,1
1546,115,192,1
1547,115,194,1
1548,115,199,1
1549,119,35,4
1550,119,50,1
1551,124,6,1
1552,124,35,7
1553,124,37,1
1554,124,40,1
1555,124,50,1
1556,124,52,1
1557,124,63,1
1558,124,135,1
1559,124,136,1
1560,125,35,4
1561,125,50,1
1562,127,35,6
1563,127,40,1
1564,127,50,1
1565,127,136,1
1566,128,3,1
1567,128,4,1
1568,128,6,2
1569,128,9,1
1570,128,11,1
1571,128,24,1
1572,128,35,22
1573,128,37,2
1574,128,38,1
1575,128,40,3
1576,128,41,1
1577,128,45,1
1578,128,46,1
1579,128,47,1
1580,128,49,1
1581,128,50,4
1582,128,52,2
1583,128,53,1
1584,128,59,1
1585,128,63,2
1586,128,70,1
1587,128,80,1
1588,128,82,1
1589,128,107,1
1590,128,110,1
1591,128,114,1
1592,128,115,1
1593,128,130,1
1594,128,131,1
1595,128,135,2
1596,128,136,3
1597,128,137,1
1598,128,140,1
1599,128,146,1
1600,128,161,1
1601,128,167,1
1602,128,170,1
1603,128,171,1
1604,128,173,1
1605,128,192,1
1606,128,194,1
1607,129,35,3
1608,130,6,1
1609,130,11,1
1610,130,35,10
1611,130,37,1
1612,130,38,1
1613,130,40,1
1614,130,47,1
1615,130,49,1
1616,130,50,2
1617,130,52,1
1618,130,59,1
1619,130,63,1
1620,130,115,1
1621,130,135,1
1622,130,136,1
1623,130,161,1
1624,130,173,1
1625,131,3,1
1626,131,4,1
1627,131,6,1
1628,131,9,1
1629,131,11,1
1630,131,35,15
1631,131,37,1
1632,131,38,1
1633,131,40,2
1634,131,41,1
1635,131,45,1
1636,131,46,1
1637,131,47,1
1638,131,49,1
1639,131,50,2
1640,131,52,1
1641,131,53,1
1642,131,59,1
1643,131,63,1
1644,131,80,1
1645,131,115,1
1646,131,128,1
1647,131,135,1
1648,131,136,2
1649,131,161,1
1650,131,171,1
1651,131,173,1
1652,132,35,3
1653,133,35,4
1654,133,50,1
1655,135,3,1
1656,135,4,1
1657,135,6,2
1658,135,9,1
1659,135,11,1
1660,135,35,18
1661,135,37,1
