;agrprod;avgemployers;avgsalary;badcompanies;beforeschool;budincome;cinemas;circuses;cliniccap;consnewapt;consnewareas;cultureorg;docsnum;factoriescap;foodseats;foodservturnover;funds;goodcompanies;goodcompincome;harvest;hospitalcap;hospitals;invest;library;livarea;livestock;munipoliceworkers;musartschool;museums;naturesecure;parks;pollutcapturedperc;pollutionvol;popsize;retailturnover;roadslen;schoolnum;servicesnum;shoparea;socialaidcenters;socialaidcenterscap;socialaidhomeservices;sportschool;sportsvenue;theatres;visiblecompanies;zoos;badhousesdwellers;litstreetperc
1607000;0.1987447077188482;0.002289509463232329;0.08197446406982573;0.0;0.35044929396662383;0.04932567009336392;0.03789264597191426;0.0;0.11550399113082041;0.0;0.00019830641435280042;0.049464731152993345;0.18276379287857047;0.0005362267152525516;0.0;0.0003721760744500791;0.02714614479755651;0.0;0.0;1.0773250001077325e-05;0.0880429351890252;0.2711751662971175;0.000606667449553801;0.0;0.23909774436090225;7.25950992275196e-05;0.0;0.14038248337028825;0.14038248337028825;0.0;0.0;0.08732394366197184;0.0002564613554018779;0.0042213447631349755;0.004265798939508634;0.10651232351593469;0.3093126385809313;0.23078940466824022;0.0;0.3650683665927568;0.0;0.02022579112468963;0.16885096610706365;0.4565043428971542;0.0;0.0;0.0;0.0;0.14329942503317117
1608000;0.1392842528851013;0.005118893631461694;0.08258378396326536;0.0;0.2596510067114094;0.041483179983491075;0.036702460850111855;0.0;0.044410268456375836;0.0;0.0009925718849205115;0.02395553691275168;0.16304776944334778;0.0009026792761461653;0.0;0.0002582421638671566;0.017327442540233277;0.03007112634957689;0.0005342879449894176;8.80859000088086e-06;0.08527755977503435;0.24624161073825507;0.0013437295414983222;0.0;0.23082706766917294;5.5928119629952324e-05;0.0;0.06798657718120805;0.06798657718120805;0.0;0.0;0.20704225352112676;0.0003447993194604138;0.008920969967413322;0.009856130572182091;0.10882204060356142;0.2434228187919463;0.513126939452984;0.0;0.0;0.04005503355704698;0.00979525562119197;0.08177372962607862;0.2708265630519251;0.0;0.03290582299261262;0.0;0.0018374243206457975;0.3058167885754092
1609000;0.10178175855687449;0.0037064051175714893;0.08051967875287408;0.0;0.34874421276575024;0.04397842114742464;0.0;0.0;0.10418277680140597;0.0;0.0005019946627924637;0.26412912774026454;0.1990347521859544;0.0003738236463068706;0.0;0.0006301226825912729;0.01698006229515906;0.0;0.0;7.403060000740307e-06;0.1991510038117779;0.2941263527888262;0.0009792954488873193;0.036213116270465265;0.25112781954887214;7.032428480172997e-05;0.0;0.09370086023494588;0.09370086023494588;0.0;0.0;0.001408450704225352;0.0001792489127454873;0.006420089246396383;0.00555661734543168;0.07465450699966425;0.2580704837665341;0.20305881206218673;0.0;0.0;0.03963427563094569;0.013500074808598684;0.11270267056040804;0.44943572510037466;0.0;0.027210994131343706;0.0;0.059933129491912214;0.10747513634905358
1611000;0.1423486499473364;0.005896753920702322;0.0912887078577487;0.05236189227977179;0.270737619994434;0.0483634073354482;0.0;0.0;0.07265076129196661;0.0;0.000758395116310604;0.022739217684907945;0.24763068252082637;0.0008977618254406642;0.0;0.0003554580783366003;0.013696132493190193;0.0475738233004922;0.0006089317293120253;1.0002080001000208e-05;0.1270428774369707;0.24932152640631972;0.0011705866963562077;0.02494107154233293;0.21804511278195488;0.00010692833104188546;0.0;0.06453462445053196;0.06453462445053196;0.0;0.0;0.09061032863849766;0.00041224163413075326;0.009408424585816477;0.010883387176565104;0.09134289554343847;0.17774096961202776;0.2507704711742056;0.0;0.0;0.0;0.009297910986542675;0.07762174755867819;0.40922239343660805;0.0;0.04997609862673663;0.0;0.001627855485280471;0.38866012036743747
1613000;0.19561269744383475;0.003488251665348197;0.09040805600688068;0.0;0.20234236818203546;0.041122508390775955;0.1241749924311232;0.0;0.01214809264305177;0.0;0.0009932169756265857;0.0;0.021014763761998893;0.0009429270314733862;0.0;0.00030090221593552193;0.008248458911480452;0.05652182140083455;0.0006479763509937262;2.0146140002014613e-05;0.0;0.5554041780199819;0.00705792016003694;0.0;0.21954887218045113;8.220253583138531e-05;0.0;0.0766727217680896;0.0;0.0;0.0;0.4403755868544601;0.00240715529437071;0.007888569219779037;0.0;0.1612770700195636;0.23228882833787465;0.00572955833569352;0.0;0.0;0.0;0.011046723339067543;0.0;0.2680287230337424;0.0;0.0371099578103185;0.0;0.0667241477868181;0.18960310612597067
1614000;0.08275147622252399;0.008047438459792555;0.12533331086688207;0.06789118433201816;0.3613404717344097;0.045983130248370176;0.1355139800933383;0.0;0.14809900879692725;0.0;0.0004569217919372299;0.022112346673274687;0.16340274184261736;0.0013758746681910112;0.0;0.0003423288978860813;0.017394135099753245;0.0;0.0;7.692820000769282e-06;0.0765295630148412;0.2727543055383472;0.009891572739786726;0.0;0.22857142857142856;5.026839413507841e-05;0.0;0.06275554454218808;0.06275554454218808;0.006045024117421494;0.0;0.13192488262910798;0.000610483403361495;0.009680591844523382;0.013304613882710056;0.11505859663310589;0.172841035807211;0.40330241152779833;0.0;0.0;0.0;0.009041587706341244;0.07548188399384038;0.3469229386190044;0.0;0.03644877432213565;0.0;0.005201216823072851;0.2603528988116673
1615000;0.1760282598521395;0.003400108856369089;0.09500310606948527;0.0;0.2543771353659248;0.050099492453869854;0.0;0.0;0.07133776337115073;0.0;0.001999803797584222;0.030447624328243626;0.20131365691375927;0.002670823789857894;0.0;0.0008241791014567616;0.01877568083722902;0.0;0.0;1.1796840001179685e-05;0.06172109583554703;0.18778469674997866;0.001644437487238054;0.0;0.20225563909774436;5.503278402031696e-05;0.0;0.08641132815832125;0.0;0.0;0.0;0.0;3.906704677432759e-05;0.006977879223791211;0.00769122309063318;0.08611578670520142;0.23799368762262219;0.1872616921610766;0.0;0.0;0.0;0.0;0.10393487771292088;0.3793468145327064;0.0;0.03345879127117141;0.0;0.09341507251598527;0.06633574007220217
1616000;0.07915646343746484;0.016696451590867523;0.08444073527739171;0.020358274666623186;0.3663855599169325;0.02896784682342179;0.006772678109957975;0.0;0.015413563520174374;0.0;0.001203397929433733;0.00884099521957744;0.010315571997010232;0.0007650939811797367;0.0;0.0010965922130073541;0.011709020987647468;0.022196011324830737;4.178497565068126e-05;2.452989000245299e-05;0.0017484672658680193;0.2483986822876675;0.0003127134719149462;0.0;0.21127819548872181;0.00013231462016611624;0.0;0.025091026180863448;0.025091026180863448;0.002292801612871181;0.033772570777499816;0.028169014084507043;0.0005116282534909557;0.024500557789977395;0.015910577001936727;0.05467806051152751;0.13130062170262305;0.4293724460268214;0.0;0.06524987821894171;0.0;0.007230045265685501;0.03017929238423133;0.27129517251628565;0.0;0.02185951434527705;0.0;0.13440281265312845;0.16579594345421023
1617000;0.11080596528596702;0.0038981157271010492;0.07995867824911346;0.0;0.40961548085745264;0.048262784831553544;0.0;0.0;0.0774233438985737;0.0;0.0008896273020726417;0.02828347860538827;0.20350517386035238;0.00020998538035902343;0.0;0.0003028724168457682;0.006690660904772709;0.0;0.0;7.684480000768448e-06;0.08809874687535739;0.29072900158478604;0.00010695279616616289;0.0;0.3112781954887218;7.151399555187339e-05;0.0;0.08026941362916006;0.0;0.0;0.0;0.20422535211267606;0.0004241268991441562;0.0075264950239262544;0.00920733906901576;0.07820299328938721;0.13264659270998413;0.4138847707172435;0.0;0.0;0.04244118005607705;0.023129842908995304;0.09654743038261263;0.3719606067466607;0.0;0.0;0.0;0.026900357962164622;0.14587242026266417
1618000;0.1319501647711807;0.003891505016427616;0.07731920061392882;0.0;0.2936447747611102;0.04448479089489959;0.0;0.0;0.08114697406340057;0.0;0.0004100236276933728;0.026375341757186137;0.22055020190297356;0.0002653797586933847;0.0;0.00855039634128064;0.009144383476325502;0.0;0.0;1.3177830001317783e-05;0.0899794937526302;0.37956107293283087;0.00041983957369208416;0.028929283972511637;0.23082706766917294;5.274470460781191e-05;0.0;0.07485406044483854;0.14970812088967708;0.0;0.0;0.0;0.0;0.0080848966131384;0.009800714265324612;0.06441292682304406;0.14431389935712702;0.11746674199030803;0.0;0.0;0.0;0.0;0.0;0.5233422727734878;0.0;0.0;0.0;0.09440791972381421;0.013588634959851761
1619000;0.08846094017139608;0.004147119162467029;0.0724230835848626;0.06388842775869241;0.3512688444780821;0.04473901005632402;0.021254048451872003;0.0;0.0706959502526234;0.0;0.00017986192214354533;0.02774485036921881;0.14567568185455293;0.0011670891230682698;0.0;0.0;0.020989194550395274;0.0;0.0;1.5000870001500089e-05;0.07407514422743948;0.4563078118927322;0.0002659560015760362;0.0;0.21278195488721804;0.00010252258984366402;0.0;0.07874076952973183;0.0;0.0;0.0;0.07323943661971831;0.00014118572130923318;0.007676339919169382;0.005099907001329305;0.11438000402127503;0.15180722891566265;0.14710245769759578;0.0;0.0;0.0;0.011344680043199407;0.09470878907334407;0.39048242448328363;0.0;0.03048872211985561;0.0;0.1668406991376288;0.21284517530251315
1621000;0.17164667660002922;0.00207796672168247;0.07972278051078302;0.0;0.32915431719959787;0.05032884063088659;0.03391631522368312;0.0;0.06007412552716447;0.0;8.11953381198659e-05;0.04427406350781444;0.2238533716637238;0.00019418555097306157;0.0;0.0;0.022026144411083238;0.0;0.0;6.706250000670625e-06;0.09631599580424025;0.39441825849665096;9.408956778991731e-05;0.0;0.27142857142857146;7.205869110065798e-05;0.0;0.12565120317539072;0.0;0.0;0.0;0.35539906103286384;0.0011690002335131584;0.004738768360586756;0.007769209155134326;0.07780426383461599;0.1384271892830563;0.0938959622068752;0.0;0.0;0.05694521306032098;0.01810336253482515;0.0;0.42903027849952347;0.0;0.036489463849411666;0.0;0.20013080444735123;0.07401032702237521
1622000;0.05647849706540018;0.0070095568840635595;0.10121871412440187;0.05351071765075377;0.3204029605263158;0.03592529643440915;0.02670247395833333;0.0;0.03107279296875;0.0;0.0007998116982336235;0.0174285888671875;0.13556985294117646;0.000224770088434375;0.0;0.00027854988218020915;0.012064342185129948;0.0;0.0;8.209040000820905e-06;0.06548957566273932;0.2388671875;0.0002349715943871784;0.0;0.20075187969924813;5.5516321284615166e-05;0.0;0.049462890625;0.0;0.00010948796547859423;0.0665771484375;0.12394366197183097;0.00045683292044481206;0.012333763908052726;0.01002077493135293;0.07365138885878987;0.108984375;0.6283602150537634;0.0;0.0;0.02316383713942308;0.0071264310915898615;0.059493582589285714;0.20105806508458648;0.0;0.02394027161083633;0.0;0.09669505299388112;0.34210526315789475
1623000;0.11742189680223693;0.0029153234069839956;0.0843143614890004;0.0;0.2504940462744845;0.04266705647190045;0.06705906396893521;0.0;0.1660821336603311;0.0;0.0004900165804389352;0.043769160024524835;0.2723698921628737;0.0007566778226925172;0.0;0.00030768732438129934;0.0206468419138647;0.054942953109588674;1.6724167852707958e-05;4.388090000438809e-06;0.12335007752049981;0.3899202942979767;0.0005190764169366641;0.0;0.2744360902255639;7.738521453523894e-05;0.0;0.12421827099938688;0.24843654199877377;0.0;0.0;0.056338028169014086;0.0004913025474003919;0.004795648259597413;0.007028118110672919;0.08728261636751872;0.1026364193746168;0.13923775241787148;0.0;0.0;0.0;0.03579382188982474;0.14940877638609093;0.21206879860595695;0.0;0.03607333630336687;0.0;0.0006714315727191264;0.08077304261645193
1624000;0.28905728924330065;0.003856247892835973;0.08562517980388275;0.0;0.3026922144069852;0.044881601574218395;0.0;0.0;0.07064731182795699;0.0;0.0005549874765557098;0.036552739375320026;0.17770549079846992;0.0004976572664944468;0.0;0.00013745951078482065;0.0054759661698317655;0.045884258331663666;0.00016762486434754426;4.898785000489879e-05;0.10301278875367904;0.5009728622631848;0.0007806696564536132;0.04009216589861751;0.2706766917293233;9.968791205925428e-05;0.0;0.10373783922171019;0.0;0.0;0.0;0.028169014084507043;0.00030501251366617753;0.005780343285480825;0.004965043313325335;0.14727258394745307;0.3142857142857143;0.20930578266686486;0.0;0.0;0.05171546732837056;0.0;0.0;0.22770520771976024;0.0;0.040167681522984375;0.0;0.04280235893139119;0.013278008298755188
1625000;0.09454808063488715;0.00606202168753815;0.0839290453302779;0.0;0.23064633726194006;0.031060187530697846;0.0;0.0;0.14659820368397017;0.0;0.00011239523757548459;0.036224438016948295;0.19019816786510615;0.0005350231743698352;0.0;0.0;0.03650684433120684;0.022736072593935945;0.0005807492855319244;8.837130000883712e-06;0.12716171141389246;0.22341300045669052;0.0007381700176467396;0.019866037448622316;0.24661654135338343;4.813399338934161e-05;0.0;0.05140305475211853;0.0;0.0;0.0;0.24741784037558687;0.00038147740357682996;0.011860987973265224;0.007752623311218396;0.049273781847195955;0.19820368397016289;0.23047320667128268;0.0;0.13367500549720066;0.08541830118934703;0.007405962792701089;0.06182719700758976;0.2841645138878556;0.0;0.014927592101992024;0.0;0.045011161771703716;0.1748195669607057
1626000;0.15622016503711403;0.005359082785929763;0.0842491922608692;0.0;0.34238581906656773;0.04158044521258311;0.015358834653335578;0.0;0.10517929562433298;0.0;0.0003548626879031087;0.020049289445599056;0.1949440114190933;0.000409708552138147;0.0;0.0004731534001919679;0.00596444785212847;0.0;0.0;1.515069000151507e-05;0.08822371699032704;0.24730663371341907;0.0003688848345419944;0.02199067572880975;0.26015037593984963;6.998122546653502e-05;0.0;0.056900522383867884;0.056900522383867884;0.00026894220224454353;0.07658821546930292;0.13849765258215962;0.00024062542785391333;0.010696479073090058;0.009228869931998004;0.0886124399080926;0.23507274054934563;0.212601597290296;0.0;0.1479713156958565;0.3868103474349613;0.03279207071971249;0.06843950859004501;0.31918123117713965;0.0;0.0;0.0;0.027783091480221178;0.08069089971642177
1627000;0.06725879137711867;0.005215850721338713;0.08294357757256766;0.11635164233470939;0.4020831670269528;0.0394369208914563;0.0;0.0;0.11958138688345568;0.0;0.0003052394329638283;0.021654886853121398;0.1726556059540846;0.0004977880158501186;0.0;0.00023632413892906527;0.007626696063619883;0.027183145216811;0.0001833962468336934;1.4066560001406656e-05;0.17130587617518545;0.1483953163865801;0.0002059087875413632;0.0;0.21879699248120302;4.893894989216623e-05;0.0;0.061457258994115145;0.0;0.0;0.0;0.10985915492957746;0.0005294303853479936;0.009889151474229125;0.0100743902095985;0.06518320939751905;0.2031183643754171;0.3903663533428707;0.0;0.15982122995409412;0.04085029330919036;0.00885453550662867;0.07392031616990666;0.259805614260124;0.0;0.05949120458532161;0.0;0.022256879200396765;0.20245552493109495
1628000;0.24486063028782315;0.0030695733226974342;0.08262937764378302;0.0;0.3330860005449705;0.04896068361273382;0.0;0.0;0.07475906013540422;0.0;2.2229523353511058e-05;0.047383180671711135;0.21193025198928633;0.0013503864075246985;0.0;0.0005701260759764991;0.00970021319046096;0.059479594133638077;0.0015973765883952281;6.350160000635016e-06;0.11713604958995344;0.4221160228328687;0.002597914211938109;0.0;0.2774436090225564;0.00014562378384706782;0.0;0.13447497676888356;0.0;0.0;0.0;0.0784037558685446;0.00024111964750342293;0.004415225709225063;0.005088598036213305;0.20649038820037882;0.1851851851851852;0.21102846400568678;0.0;0.0;0.05688120985612025;0.01937465933303602;0.16174546282073163;0.4591586493114507;0.0;0.06508652098631727;0.0;0.5572682992037831;0.40495867768595045
1629000;0.3053942763816913;0.008203891945730473;0.09208833180900113;0.0;0.27729059104569626;0.03873760400942464;0.0;0.0;0.07884652269399707;0.0;0.002925391810746352;0.021775103709126404;0.15667614044153533;0.003698701408926143;0.0;0.0008576698737574699;0.013312624880028925;0.05466810427143676;0.0011490320921515621;1.925758000192576e-05;0.06674954052804953;0.25367252318204;0.006316570750644814;0.0;0.18571428571428572;0.005126451255892739;0.0;0.061798438262567104;0.0;0.0007915389212500702;0.0;0.11267605633802817;0.0005823563673518339;0.009833494798853105;0.006287434525972516;0.09986960419784625;0.1872254758418741;0.2770824477715329;0.0;0.0;0.0;0.008903691358940969;0.0743306839573311;0.3818238862162728;0.0;0.04785717546021748;0.0;0.06680727764183109;0.04059449866903283
1631000;0.1620527723430515;0.0030739804631463898;0.08896789040270371;0.08868414146693761;0.24592599323081116;0.05251469607076274;0.0;0.0;0.1118056107034959;0.0;0.00017493190095384774;0.0;0.20221381604001118;0.0005435292216893833;0.0;0.0;0.012643919800957389;0.0;0.0;6.862750000686275e-06;0.10092026470163858;0.44866206301251615;0.0017207823512999192;0.04224212343547691;0.24436090225563908;8.920900727393253e-05;0.0;0.10930082002589556;0.0;0.0;0.0;0.016901408450704227;0.0001953089386667988;0.005476372212273336;0.00900191139833399;0.12228870370780524;0.15051791109192922;0.1878587903341826;0.0;0.0;0.0495352079944225;0.015747659555002198;0.0;0.3643168668325973;0.0;0.03174126646028882;0.0;0.012406777512517694;0.09805352798053528
1632000;0.0712629448863328;0.011676718619507327;0.09040087004636431;0.015638430364846034;0.21383173676800168;0.029192658293760172;0.04162005149866179;0.0;0.05941478366756725;0.0;0.014296895847479079;0.006791306746832071;0.16640439805436233;0.0004850339476262163;0.0;0.0027238938231865227;0.013472833796275674;0.014208423158183837;2.228862903025697e-05;0.0001659978400165998;0.10711255749381524;0.1721945279500742;0.0007617953003326096;0.0;0.22406015037593985;0.00038034980081336645;0.0;0.03854788995015031;0.0;9.977342095412552e-05;0.0;0.13661971830985917;0.00010095035026263934;0.031953047784008065;0.016222582161619224;0.050063795844010175;0.15394421401118763;0.10802198247343334;0.0;0.0;0.22128578830127596;0.0;0.023182552064929626;0.2005638167872972;0.0;0.014925887974121633;0.0;0.03819955682659743;0.13536255973405362
1633000;0.18208629354432554;0.0046936045781374985;0.09947079117673077;0.0;0.31338369008323036;0.05461393717315235;0.0;0.0;0.07340148133897653;0.0;0.0009898875407435654;0.034334118891881496;0.17359617952606207;0.001070481960300943;0.0;0.0009746637456877048;0.012684532022869193;0.0;0.0;1.1620230001162022e-05;0.08997008592293058;0.23528280107733746;0.001810023596648212;0.03765871489034244;0.2037593984962406;0.00013793367881338264;0.0;0.09744132358599461;0.09744132358599461;0.0;0.0;0.020187793427230045;0.00023645186570035045;0.006166270342209044;0.0052569060811639735;0.11078087219078712;0.24153520584840324;0.19660167061773137;0.0;0.0;0.04416047592269216;0.02807797398148526;0.0;0.2614141644993592;0.0;0.02829723523989581;0.0;0.010533906263032852;0.04324450677886863
1634000;0.1355061967773504;0.008492559645137052;0.08848494429765537;0.0;0.26787359417330553;0.04042118810185686;0.013921558644332433;0.0;0.05376126470138995;0.0;0.0009835658907689224;0.01817308181864467;0.18023522223919353;0.0015847459989141305;0.0;0.0010763251647889908;0.02844039494277822;0.0836457344109372;0.000857522617632511;8.386040000838605e-06;0.08625736236430676;0.18680311593096074;0.0016281022844066041;0.0;0.21804511278195488;7.786981873568436e-05;0.0;0.05157578534697826;0.05157578534697826;2.7186428892025004e-05;0.0;0.336150234741784;0.0007347455557189541;0.011820621593322178;0.01565958108180883;0.1017022544973537;0.056819917519474565;0.24666418119218464;0.0;0.0;0.0;0.007430849180579419;0.06203495603220668;0.3605921784758215;0.0;0.06490359873396533;0.0;0.010872432897788022;0.11738544474393531
1635000;0.20756400878074693;0.006220678743700543;0.07841295336286845;0.043334455797731736;0.3324555391219653;0.040479289985335405;0.014416266849440255;0.0;0.10213899931459905;0.0;0.000569856015901394;0.01881886961564823;0.16102270506979616;0.00042157638926905444;0.0;0.0006347096384480971;0.019855081462274684;0.023623123456988224;1.1696459318230761e-05;1.3959750001395976e-05;0.06978324417892544;0.3224020667475088;0.0008255171785027441;0.020641113512943534;0.24812030075187969;0.00018336053904668506;0.0;0.053408551695049294;0.053408551695049294;0.0;0.0;0.044131455399061034;0.00017017396737101147;0.011408395228449246;0.00868995728455032;0.062480092623095215;0.10296831338640797;0.2195097200514079;0.0;0.0;0.04114814799793975;0.01538981481054045;0.06423939323185382;0.5470831610581259;0.0;0.031019988142980633;0.0;0.028676232293040435;0.0036354823073194375
1636000;0.14842123273067592;0.004092029906855086;0.08174178762414055;0.0;0.34487483225967464;0.059026662647712586;0.0;0.0;0.2229263693216961;0.0;0.0003253666091067882;0.024530101023984608;0.21466080762591613;0.0004307810898550852;0.0;0.0002830161203901638;0.011635699436276152;0.0;0.0;1.0259490001025948e-05;0.09702545381745521;0.30257714246443546;0.0005585832685848966;0.026905367328705933;0.27894736842105267;6.769004510286457e-05;0.0;0.06961720843928253;0.06961720843928253;0.0;0.0;0.12112676056338029;0.00032866053044015674;0.00870751744316903;0.009657495272422977;0.13024770783254003;0.2876090990309944;0.19768807228265728;0.0;0.1810413946349621;0.0;0.02006038193330498;0.08373504030159931;0.30562041830574654;0.0;0.02021703371273155;0.0;0.011163532364824372;0.12833230006199628
