oktmo,name,year,internat_inflow,internat_outflow,interreg_inflow,interreg_outflow,reg_inflow,reg_outflow,total_inflow,total_outflow
1719000,город Славгород,2019,136.0,34.0,485.0,737.0,626.0,693.0,1247.0,1464.0
1730000,город Яровое,2019,63.0,45.0,340.0,357.0,408.0,255.0,811.0,657.0
1755000,ЗАТО Сибирский,2019,8.0,9.0,385.0,268.0,246.0,286.0,639.0,563.0
3601000,Абинский муниципальный район,2019,630.0,129.0,2500.0,1460.0,1234.0,1279.0,4364.0,2868.0
3601101,Абинское,2019,330.0,74.0,1370.0,821.0,519.0,559.0,2219.0,1454.0
3601153,Ахтырское,2019,131.0,23.0,402.0,245.0,286.0,257.0,819.0,525.0
3601401,Варнавинское,2019,11.0,3.0,23.0,18.0,15.0,17.0,49.0,38.0
3601403,Мингрельское,2019,32.0,4.0,131.0,43.0,63.0,69.0,226.0,116.0
3601405,Светлогорское,2019,10.0,5.0,41.0,25.0,33.0,29.0,84.0,59.0
3601406,Федоровское,2019,10.0,3.0,81.0,57.0,59.0,56.0,150.0,116.0
3601408,Холмское,2019,102.0,17.0,417.0,219.0,227.0,258.0,746.0,494.0
3605000,Апшеронский муниципальный район,2019,312.0,384.0,1343.0,1224.0,699.0,904.0,2354.0,2512.0
3605101,Апшеронское,2019,120.0,159.0,519.0,483.0,284.0,377.0,923.0,1019.0
3605109,Хадыженское,2019,84.0,79.0,405.0,322.0,164.0,246.0,653.0,647.0
3605157,Нефтегорское,2019,21.0,27.0,99.0,100.0,64.0,68.0,184.0,195.0
3605407,Кабардинское,2019,9.0,11.0,41.0,48.0,34.0,39.0,84.0,98.0
3605410,Кубанское,2019,20.0,45.0,64.0,73.0,48.0,45.0,132.0,163.0
3605413,Куринское,2019,5.0,16.0,86.0,55.0,34.0,25.0,125.0,96.0
3605416,Мезмайское,2019,5.0,5.0,11.0,18.0,2.0,11.0,18.0,34.0
3605419,Новополянское,2019,17.0,9.0,35.0,40.0,17.0,23.0,69.0,72.0
3605431,Тверское,2019,22.0,28.0,48.0,45.0,37.0,45.0,107.0,118.0
3605434,Черниговское,2019,5.0,5.0,25.0,28.0,6.0,17.0,36.0,50.0
3607000,Белоглинский муниципальный район,2019,38.0,51.0,547.0,468.0,277.0,239.0,862.0,758.0
3607402,Белоглинское,2019,12.0,27.0,233.0,196.0,108.0,126.0,353.0,349.0
3607404,Новопавловское,2019,7.0,9.0,100.0,65.0,47.0,38.0,154.0,112.0
3607407,Успенское,2019,19.0,10.0,147.0,131.0,77.0,56.0,243.0,197.0
3608000,Белореченский муниципальный район,2019,282.0,93.0,1405.0,1714.0,873.0,1088.0,2560.0,2895.0
3608101,Белореченское,2019,147.0,48.0,745.0,937.0,361.0,526.0,1253.0,1511.0
3608402,Бжедуховское,2019,4.0,3.0,56.0,47.0,43.0,35.0,103.0,85.0
3608404,Великовечненское,2019,18.0,8.0,89.0,91.0,55.0,55.0,162.0,154.0
3608405,Дружненское,2019,12.0,2.0,29.0,47.0,24.0,32.0,65.0,81.0
3608407,Первомайское,2019,6.0,5.0,51.0,66.0,41.0,55.0,98.0,126.0
3608410,Пшехское,2019,30.0,6.0,54.0,78.0,54.0,75.0,138.0,159.0
3608412,Родниковское,2019,16.0,4.0,139.0,170.0,105.0,97.0,260.0,271.0
3608416,Черниговское,2019,4.0,2.0,38.0,38.0,38.0,40.0,80.0,80.0
3608419,Школьненское,2019,9.0,1.0,56.0,75.0,32.0,42.0,97.0,118.0
3608420,Южненское,2019,27.0,14.0,105.0,94.0,59.0,60.0,191.0,168.0
3610000,Брюховецкий муниципальный район,2019,85.0,66.0,490.0,521.0,338.0,492.0,913.0,1079.0
3610402,Батуринское,2019,6.0,3.0,35.0,44.0,15.0,46.0,56.0,93.0
3610404,Большебейсугское,2019,7.0,8.0,21.0,38.0,10.0,22.0,38.0,68.0
3610407,Брюховецкое,2019,35.0,27.0,190.0,238.0,163.0,193.0,388.0,458.0
3610410,Новоджерелиевское,2019,12.0,11.0,98.0,71.0,76.0,117.0,186.0,199.0
3610416,Переясловское,2019,19.0,10.0,84.0,61.0,31.0,47.0,134.0,118.0
3610419,Свободненское,2019,2.0,3.0,17.0,16.0,8.0,21.0,27.0,40.0
3610422,Чепигинское,2019,3.0,4.0,37.0,38.0,30.0,36.0,70.0,78.0
3612000,Выселковский муниципальный район,2019,12.0,44.0,327.0,426.0,292.0,536.0,631.0,1006.0
3612402,Бейсугское,2019,1.0,2.0,28.0,35.0,32.0,56.0,61.0,93.0
3612413,Выселковское,2019,4.0,17.0,127.0,165.0,100.0,197.0,231.0,379.0
3612416,Газырское,2019,6.0,4.0,53.0,50.0,29.0,42.0,88.0,96.0
3612422,Новобейсугское,2019,1.0,2.0,17.0,15.0,18.0,20.0,36.0,37.0
3613000,Гулькевичский муниципальный район,2019,465.0,232.0,1242.0,1001.0,948.0,958.0,2655.0,2191.0
3613101,Гулькевичское,2019,180.0,101.0,557.0,456.0,368.0,357.0,1105.0,914.0
3613154,Гирейское,2019,33.0,10.0,103.0,69.0,74.0,65.0,210.0,144.0
3613162,Красносельское,2019,56.0,25.0,61.0,61.0,68.0,50.0,185.0,136.0
3613404,Венцы-Заря,2019,40.0,16.0,81.0,63.0,63.0,65.0,184.0,144.0
3613413,Комсомольское,2019,18.0,10.0,28.0,17.0,21.0,41.0,67.0,68.0
3613416,Кубань,2019,23.0,12.0,81.0,86.0,84.0,66.0,188.0,164.0
3613425,Николенское,2019,17.0,4.0,32.0,27.0,25.0,20.0,74.0,51.0
3613429,Новоукраинское,2019,37.0,20.0,47.0,52.0,58.0,48.0,142.0,120.0
3613434,Отрадо-Кубанское,2019,18.0,14.0,58.0,34.0,60.0,45.0,136.0,93.0
3613437,Отрадо-Ольгинское,2019,12.0,1.0,67.0,37.0,48.0,64.0,127.0,102.0
3613445,Скобелевское,2019,3.0,3.0,13.0,14.0,12.0,11.0,28.0,28.0
3613448,Соколовское,2019,14.0,8.0,61.0,45.0,22.0,53.0,97.0,106.0
3613450,Союз Четырех Хуторов,2019,2.0,1.0,11.0,10.0,10.0,27.0,23.0,38.0
3613455,Тысячное,2019,12.0,4.0,30.0,17.0,9.0,22.0,51.0,43.0
3614000,Динской муниципальный район,2019,752.0,63.0,1673.0,1389.0,1218.0,1211.0,3643.0,2663.0
3614402,Васюринское,2019,36.0,6.0,125.0,113.0,77.0,105.0,238.0,224.0
3614404,Динское,2019,223.0,15.0,494.0,447.0,272.0,391.0,989.0,853.0
3614410,Красносельское,2019,15.0,1.0,94.0,66.0,40.0,35.0,149.0,102.0
3614412,Мичуринское,2019,28.0,4.0,64.0,41.0,47.0,62.0,139.0,107.0
3614414,Нововеличковское,2019,69.0,11.0,105.0,104.0,95.0,93.0,269.0,208.0
3614416,Новотитаровское,2019,121.0,4.0,242.0,202.0,212.0,203.0,575.0,409.0
3614422,Пластуновское,2019,80.0,5.0,158.0,140.0,94.0,116.0,332.0,261.0
3614428,Старомышастовское,2019,51.0,9.0,94.0,84.0,40.0,77.0,185.0,170.0
3614445,Южно-Кубанское,2019,99.0,8.0,266.0,161.0,318.0,110.0,683.0,279.0
3616000,Ейский муниципальный район,2019,520.0,270.0,3080.0,2365.0,1238.0,1144.0,4838.0,3779.0
3616101,Ейское,2019,376.0,191.0,2289.0,1816.0,771.0,709.0,3436.0,2716.0
3616402,Александровское,2019,17.0,12.0,136.0,95.0,93.0,68.0,246.0,175.0
3616404,Должанское,2019,25.0,8.0,114.0,98.0,45.0,46.0,184.0,152.0
3616407,Ейское,2019,6.0,13.0,66.0,65.0,39.0,43.0,111.0,121.0
3616410,Камышеватское,2019,26.0,1.0,76.0,35.0,41.0,29.0,143.0,65.0
3616413,Копанское,2019,2.0,6.0,60.0,34.0,34.0,35.0,96.0,75.0
3616416,Красноармейское,2019,10.0,2.0,54.0,34.0,37.0,36.0,101.0,72.0
3616419,Кухаривское,2019,20.0,17.0,113.0,69.0,64.0,56.0,197.0,142.0
3616420,Моревское,2019,8.0,8.0,27.0,27.0,26.0,25.0,61.0,60.0
3616421,Трудовое,2019,16.0,5.0,31.0,31.0,41.0,26.0,88.0,62.0
3616422,Ясенское,2019,14.0,7.0,114.0,61.0,47.0,71.0,175.0,139.0
3618000,Кавказский муниципальный район,2019,207.0,196.0,1599.0,1493.0,1234.0,1431.0,3040.0,3120.0
3618101,Кропоткинское,2019,126.0,120.0,917.0,966.0,773.0,826.0,1816.0,1912.0
3618404,Дмитриевское,2019,12.0,11.0,58.0,27.0,38.0,68.0,108.0,106.0
3618407,им М. Горького,2019,3.0,6.0,58.0,42.0,38.0,47.0,99.0,95.0
3618410,Кавказское,2019,23.0,19.0,153.0,146.0,154.0,170.0,330.0,335.0
3618413,Казанское,2019,15.0,18.0,171.0,136.0,86.0,105.0,272.0,259.0
3618419,Лосевское,2019,7.0,7.0,49.0,35.0,34.0,42.0,90.0,84.0
3618422,Мирское,2019,10.0,13.0,77.0,47.0,39.0,68.0,126.0,128.0
3618452,Темижбекское,2019,8.0,2.0,100.0,81.0,49.0,75.0,157.0,158.0
3619000,Калининский муниципальный район,2019,296.0,75.0,667.0,470.0,720.0,752.0,1683.0,1297.0
3619405,Бойкопонурское,2019,28.0,7.0,67.0,27.0,65.0,74.0,160.0,108.0
3619406,Гривенское,2019,25.0,11.0,76.0,62.0,105.0,110.0,206.0,183.0
3619407,Гришковское,2019,17.0,1.0,15.0,10.0,19.0,20.0,51.0,31.0
3619408,Джумайловское,2019,8.0,2.0,21.0,13.0,33.0,35.0,62.0,50.0
3619420,Калининское,2019,103.0,27.0,215.0,143.0,211.0,189.0,529.0,359.0
3619422,Куйбышевское,2019,17.0,4.0,38.0,34.0,70.0,92.0,125.0,130.0
3619427,Новониколаевское,2019,7.0,1.0,36.0,31.0,65.0,66.0,108.0,98.0
3619435,Старовеличковское,2019,91.0,22.0,199.0,150.0,152.0,166.0,442.0,338.0
3620000,Каневской муниципальный район,2019,370.0,223.0,998.0,971.0,765.0,824.0,2133.0,2018.0
3620402,Каневское,2019,158.0,104.0,491.0,450.0,313.0,345.0,962.0,899.0
3620404,Красногвардейское,2019,9.0,1.0,26.0,16.0,37.0,31.0,72.0,48.0
3620405,Кубанскостепное,2019,8.0,6.0,11.0,18.0,4.0,11.0,23.0,35.0
3620407,Новодеревянковское,2019,34.0,18.0,82.0,75.0,59.0,70.0,175.0,163.0
3620410,Новоминское,2019,48.0,39.0,120.0,137.0,83.0,85.0,251.0,261.0
3620413,Привольненское,2019,18.0,7.0,74.0,67.0,37.0,68.0,129.0,142.0
3620414,Придорожное,2019,10.0,2.0,13.0,15.0,20.0,20.0,43.0,37.0
3620416,Стародеревянковское,2019,63.0,31.0,151.0,129.0,162.0,140.0,376.0,300.0
3620419,Челбасское,2019,22.0,15.0,30.0,64.0,50.0,54.0,102.0,133.0
3621000,Кореновский муниципальный район,2019,224.0,73.0,1222.0,857.0,1029.0,990.0,2475.0,1920.0
3621101,Кореновское,2019,123.0,33.0,768.0,510.0,561.0,499.0,1452.0,1042.0
3621402,Братковское,2019,3.0,2.0,16.0,14.0,30.0,30.0,49.0,46.0
3621407,Дядьковское,2019,13.0,5.0,41.0,31.0,25.0,65.0,79.0,101.0
3621413,Новоберезанское,2019,9.0,7.0,69.0,63.0,96.0,83.0,174.0,153.0
3621419,Платнировское,2019,43.0,15.0,161.0,112.0,126.0,121.0,330.0,248.0
3621422,Пролетарское,2019,8.0,2.0,23.0,12.0,32.0,31.0,63.0,45.0
3621425,Раздольненское,2019,10.0,5.0,36.0,40.0,45.0,43.0,91.0,88.0
3621428,Сергиевское,2019,7.0,4.0,69.0,44.0,49.0,55.0,125.0,103.0
3623000,Красноармейский муниципальный район,2019,648.0,324.0,1108.0,985.0,999.0,1284.0,2755.0,2593.0
3623407,Ивановское,2019,53.0,10.0,81.0,89.0,65.0,117.0,199.0,216.0
3623410,Полтавское,2019,143.0,79.0,259.0,237.0,236.0,282.0,638.0,598.0
3623412,Марьянское,2019,112.0,56.0,154.0,77.0,88.0,98.0,354.0,231.0
3623413,Новомышастовское,2019,75.0,47.0,117.0,112.0,112.0,112.0,304.0,271.0
3623419,Октябрьское,2019,50.0,26.0,93.0,134.0,108.0,141.0,251.0,301.0
3623420,Протичкинское,2019,18.0,24.0,42.0,44.0,43.0,64.0,103.0,132.0
3623422,Староджерелиевское,2019,17.0,11.0,18.0,14.0,27.0,32.0,62.0,57.0
3623425,Старонижестеблиевское,2019,66.0,30.0,97.0,110.0,106.0,139.0,269.0,279.0
3623428,Трудобеликовское,2019,101.0,39.0,219.0,152.0,192.0,231.0,512.0,422.0
3623431,Чебургольское,2019,13.0,2.0,28.0,16.0,22.0,68.0,63.0,86.0
3624000,Крыловский муниципальный район,2019,122.0,87.0,436.0,441.0,338.0,428.0,896.0,956.0
3624411,Крыловское,2019,56.0,42.0,159.0,183.0,168.0,197.0,383.0,422.0
3624414,Кугоейское,2019,9.0,3.0,43.0,35.0,17.0,38.0,69.0,76.0
3624418,Новопашковское,2019,5.0,3.0,33.0,21.0,17.0,42.0,55.0,66.0
3624421,Новосергиевское,2019,8.0,9.0,29.0,45.0,29.0,43.0,66.0,97.0
3624424,Октябрьское,2019,41.0,30.0,155.0,145.0,97.0,96.0,293.0,271.0
3625000,Крымский муниципальный район,2019,1008.0,1205.0,2305.0,1501.0,1885.0,1878.0,5198.0,4584.0
3625101,Крымское,2019,493.0,629.0,921.0,669.0,748.0,697.0,2162.0,1995.0
3625402,Адагумское,2019,33.0,35.0,125.0,65.0,97.0,100.0,255.0,200.0
3625404,Варениковское,2019,88.0,87.0,421.0,213.0,227.0,271.0,736.0,571.0
3625407,Кеслеровское,2019,36.0,37.0,99.0,69.0,78.0,85.0,213.0,191.0
3625410,Киевское,2019,71.0,78.0,163.0,106.0,164.0,147.0,398.0,331.0
3625412,Нижнебаканское,2019,72.0,85.0,106.0,71.0,105.0,111.0,283.0,267.0
3625413,Пригородное,2019,67.0,52.0,90.0,54.0,113.0,96.0,270.0,202.0
3625416,Мерчанское,2019,14.0,15.0,16.0,36.0,30.0,44.0,60.0,95.0
3625419,Молдаванское,2019,38.0,69.0,138.0,95.0,130.0,144.0,306.0,308.0
3625422,Троицкое,2019,34.0,39.0,151.0,79.0,111.0,96.0,296.0,214.0
3625431,Южное,2019,62.0,79.0,75.0,44.0,82.0,87.0,219.0,210.0
3627000,Курганинский муниципальный район,2019,378.0,153.0,989.0,1129.0,718.0,841.0,2085.0,2123.0
3627101,Курганинское,2019,213.0,87.0,505.0,593.0,332.0,378.0,1050.0,1058.0
3627402,Безводное,2019,19.0,5.0,47.0,56.0,30.0,49.0,96.0,110.0
3627404,Воздвиженское,2019,1.0,2.0,19.0,6.0,13.0,24.0,33.0,32.0
3627407,Константиновское,2019,12.0,3.0,23.0,35.0,38.0,30.0,73.0,68.0
3627410,Михайловское,2019,26.0,12.0,70.0,76.0,48.0,73.0,144.0,161.0
3627413,Новоалексеевское,2019,36.0,8.0,56.0,72.0,59.0,71.0,151.0,151.0
3627416,Октябрьское,2019,5.0,2.0,22.0,20.0,13.0,19.0,40.0,41.0
3627419,Петропавловское,2019,14.0,5.0,56.0,53.0,46.0,70.0,116.0,128.0
3627422,Родниковское,2019,28.0,20.0,105.0,122.0,70.0,47.0,203.0,189.0
3627425,Темиргоевское,2019,24.0,9.0,86.0,96.0,69.0,80.0,179.0,185.0
3628000,Кущевский муниципальный район,2019,183.0,76.0,1006.0,976.0,736.0,761.0,1925.0,1813.0
3628402,Краснополянское,2019,4.0,1.0,13.0,19.0,9.0,23.0,26.0,43.0
3628403,Глебовское,2019,6.0,4.0,19.0,17.0,8.0,16.0,33.0,37.0
3628407,Кисляковское,2019,13.0,4.0,78.0,84.0,44.0,64.0,135.0,152.0
3628410,Красносельское,2019,19.0,4.0,102.0,82.0,55.0,60.0,176.0,146.0
3628416,Кущевское,2019,90.0,41.0,483.0,492.0,391.0,300.0,964.0,833.0
3628422,Первомайское,2019,13.0,3.0,58.0,74.0,76.0,88.0,147.0,165.0
3628428,Раздольненское,2019,12.0,13.0,62.0,61.0,32.0,51.0,106.0,125.0
3628429,Среднечубуркское,2019,6.0,2.0,60.0,40.0,25.0,30.0,91.0,72.0
3628431,Шкуринское,2019,13.0,4.0,73.0,70.0,62.0,61.0,148.0,135.0
3630000,Лабинский муниципальный район,2019,160.0,200.0,959.0,1232.0,488.0,762.0,1607.0,2194.0
3630101,Лабинское,2019,106.0,137.0,649.0,861.0,278.0,409.0,1033.0,1407.0
3630404,Ахметовское,2019,1.0,2.0,20.0,15.0,15.0,23.0,36.0,40.0
3630416,Владимирское,2019,21.0,23.0,47.0,77.0,38.0,50.0,106.0,150.0
3630419,Вознесенское,2019,8.0,9.0,66.0,60.0,40.0,66.0,114.0,135.0
3630425,Зассовское,2019,1.0,4.0,30.0,44.0,21.0,42.0,52.0,90.0
3630428,Каладжинское,2019,3.0,6.0,13.0,22.0,20.0,32.0,36.0,60.0
3630437,Чамлыкское,2019,5.0,2.0,16.0,33.0,23.0,32.0,44.0,67.0
3630439,Лучевое,2019,1.0,2.0,12.0,20.0,2.0,9.0,15.0,31.0
3630446,Первосинюхинское,2019,10.0,5.0,23.0,19.0,8.0,17.0,41.0,41.0
3630455,Упорненское,2019,3.0,6.0,37.0,25.0,24.0,27.0,64.0,58.0
3632000,Ленинградский муниципальный район,2019,208.0,103.0,894.0,710.0,1102.0,916.0,2204.0,1729.0
3632401,Белохуторское,2019,3.0,4.0,33.0,26.0,9.0,31.0,45.0,61.0
3632402,Восточное,2019,1.0,2.0,33.0,18.0,24.0,28.0,58.0,48.0
3632403,Коржовское,2019,10.0,1.0,15.0,8.0,11.0,25.0,36.0,34.0
3632404,Крыловское,2019,15.0,5.0,47.0,46.0,54.0,86.0,116.0,137.0
3632407,Куликовское,2019,3.0,2.0,29.0,25.0,17.0,37.0,49.0,64.0
3632410,Ленинградское,2019,143.0,71.0,584.0,447.0,811.0,515.0,1538.0,1033.0
3632413,Новоплатнировское,2019,7.0,4.0,48.0,46.0,34.0,37.0,89.0,87.0
3632414,Новоуманское,2019,7.0,7.0,37.0,22.0,44.0,53.0,88.0,82.0
3632416,Уманское,2019,9.0,2.0,14.0,21.0,10.0,29.0,33.0,52.0
3633000,Мостовский муниципальный район,2019,233.0,127.0,886.0,875.0,915.0,908.0,2034.0,1910.0
3633151,Мостовское,2019,111.0,56.0,340.0,315.0,390.0,287.0,841.0,658.0
3633156,Псебайское,2019,33.0,17.0,132.0,160.0,138.0,175.0,303.0,352.0
3633404,Андрюковское,2019,3.0,10.0,48.0,37.0,39.0,52.0,90.0,99.0
3633407,Баговское,2019,7.0,3.0,25.0,11.0,27.0,28.0,59.0,42.0
3633410,Беноковское,2019,1.0,3.0,24.0,30.0,12.0,38.0,37.0,71.0
3633413,Бесленеевское,2019,6.0,1.0,18.0,11.0,23.0,29.0,47.0,41.0
3633422,Губское,2019,25.0,12.0,51.0,52.0,42.0,73.0,118.0,137.0
3633431,Костромское,2019,4.0,1.0,38.0,20.0,24.0,29.0,66.0,50.0
3633434,Краснокутское,2019,5.0,1.0,16.0,22.0,26.0,14.0,47.0,37.0
3633440,Махошевское,2019,1.0,3.0,11.0,18.0,22.0,25.0,34.0,46.0
3633449,Переправненское,2019,6.0,8.0,58.0,56.0,74.0,56.0,138.0,120.0
3633452,Унароковское,2019,9.0,1.0,34.0,39.0,16.0,29.0,59.0,69.0
3633461,Шедокское,2019,9.0,4.0,30.0,30.0,49.0,42.0,88.0,76.0
3633464,Ярославское,2019,13.0,7.0,61.0,74.0,33.0,31.0,107.0,112.0
3634000,Новокубанский муниципальный район,2019,134.0,126.0,1117.0,963.0,844.0,642.0,2095.0,1731.0
3634101,Новокубанское,2019,71.0,52.0,510.0,503.0,362.0,249.0,943.0,804.0
3634402,Бесскорбненское,2019,3.0,20.0,62.0,60.0,54.0,46.0,119.0,126.0
3634403,Верхнекубанское,2019,10.0,7.0,57.0,34.0,32.0,34.0,99.0,75.0
