,from_territory_id,to_territory_id,n_people
711,16,173,1
712,16,180,3
713,16,185,1
714,16,186,5
715,16,192,1
716,16,200,1
717,17,5,1
718,17,6,1
719,17,7,1
720,17,9,1
721,17,11,1
722,17,12,1
723,17,15,1
724,17,16,1
725,17,19,1
726,17,29,2
727,17,35,6
728,17,36,3
729,17,39,11
730,17,42,2
731,17,44,2
732,17,47,1
733,17,48,1
734,17,50,1
735,17,51,1
736,17,58,1
737,17,59,1
738,17,60,2
739,17,64,1
740,17,69,1
741,17,70,1
742,17,73,4
743,17,77,1
744,17,78,1
745,17,79,1
746,17,80,1
747,17,82,1
748,17,84,1
749,17,91,1
750,17,109,1
751,17,111,1
752,17,117,1
753,17,126,1
754,17,135,2
755,17,136,2
756,17,149,1
757,17,158,1
758,17,169,1
759,17,180,2
760,17,186,3
761,17,200,1
762,19,3,1
763,19,5,2
764,19,6,1
765,19,7,1
766,19,9,1
767,19,11,1
768,19,12,1
769,19,14,1
770,19,15,1
771,19,16,1
772,19,17,1
773,19,29,2
774,19,35,8
775,19,36,4
776,19,37,1
777,19,39,14
778,19,40,1
779,19,41,1
780,19,42,2
781,19,44,3
782,19,47,1
783,19,48,1
784,19,49,1
785,19,50,1
786,19,51,1
787,19,55,1
788,19,58,1
789,19,59,1
790,19,60,2
791,19,61,1
792,19,64,1
793,19,69,1
794,19,70,1
795,19,71,1
796,19,73,5
797,19,76,1
798,19,77,1
799,19,78,1
800,19,79,1
801,19,80,1
802,19,82,1
803,19,84,1
804,19,91,1
805,19,103,1
806,19,109,1
807,19,111,2
808,19,113,1
809,19,117,1
810,19,126,1
811,19,128,1
812,19,135,2
813,19,136,2
814,19,149,1
815,19,158,1
816,19,161,1
817,19,169,1
818,19,173,1
819,19,180,2
820,19,185,1
821,19,186,4
822,19,200,1
823,21,29,1
824,21,35,2
825,21,36,1
826,21,39,3
827,21,42,1
828,21,44,1
829,21,60,1
830,21,73,1
831,21,135,1
832,21,136,1
833,21,180,1
834,21,186,1
835,22,29,1
836,22,35,2
837,22,36,1
838,22,39,3
839,22,42,1
840,22,44,1
841,22,73,1
842,22,136,1
843,22,186,1
844,24,5,1
845,24,7,1
846,24,11,1
847,24,29,1
848,24,35,4
849,24,36,2
850,24,39,7
851,24,42,1
852,24,44,1
853,24,50,1
854,24,51,1
855,24,60,1
856,24,73,2
857,24,82,1
858,24,111,1
859,24,117,1
860,24,135,1
861,24,136,1
862,24,158,1
863,24,169,1
864,24,180,1
865,24,186,2
866,24,200,1
867,25,35,1
868,25,36,1
869,25,39,2
870,25,73,1
871,25,186,1
872,26,5,1
873,26,7,1
874,26,11,1
875,26,29,1
876,26,35,4
877,26,36,2
878,26,39,7
879,26,42,1
880,26,44,1
881,26,50,1
882,26,51,1
883,26,60,1
884,26,70,1
885,26,73,3
886,26,82,1
887,26,111,1
888,26,117,1
889,26,135,1
890,26,136,1
891,26,158,1
892,26,169,1
893,26,180,1
894,26,186,2
895,26,200,1
896,28,5,1
897,28,29,1
898,28,35,3
899,28,36,1
900,28,39,5
901,28,42,1
902,28,44,1
903,28,60,1
904,28,73,2
905,28,111,1
906,28,135,1
907,28,136,1
908,28,180,1
909,28,186,1
910,29,3,1
911,29,4,1
912,29,5,5
913,29,6,3
914,29,7,3
915,29,8,1
916,29,9,2
917,29,11,3
918,29,12,2
919,29,14,1
920,29,15,2
921,29,16,2
922,29,17,2
923,29,19,2
924,29,21,1
925,29,24,1
926,29,26,1
927,29,33,1
928,29,35,21
929,29,36,10
930,29,37,2
931,29,38,1
932,29,39,37
933,29,40,2
934,29,41,1
935,29,42,6
936,29,44,8
937,29,45,1
938,29,46,1
939,29,47,3
940,29,48,2
941,29,49,2
942,29,50,4
943,29,51,4
944,29,52,1
945,29,53,1
946,29,55,1
947,29,56,1
948,29,58,2
949,29,59,2
950,29,60,6
951,29,61,2
952,29,62,1
953,29,63,1
954,29,64,2
955,29,65,1
956,29,66,1
957,29,68,1
958,29,69,3
